onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.015	120.014	Fixation+	n/a	n/a	45.686
133.414	n/a	Response	13.385	5	179.085
133.442	120.014	Fixation+	n/a	n/a	179.113
262.149	n/a	Response	8.693	6	307.82
262.177	120.014	Fixation+	n/a	n/a	307.848
389.756	n/a	Response	7.564	7	435.426
389.785	120.014	Fixation+	n/a	n/a	435.455
516.588	n/a	Response	6.789	7	562.259
