onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.007	120.013	Fixation+	n/a	n/a	44.309
123.382	n/a	Response	3.362	5	167.684
123.402	120.013	Fixation+	n/a	n/a	167.705
246.798	n/a	Response	3.382	6	291.1
246.831	120.013	Fixation+	n/a	n/a	291.133
371.006	n/a	Response	4.162	7	415.309
371.038	120.013	Fixation+	n/a	n/a	415.341
494.469	n/a	Response	3.418	7	538.771
