onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.009	120.014	Fixation+	n/a	n/a	66.808
126.674	n/a	Response	6.651	5	193.473
126.705	120.014	Fixation+	n/a	n/a	193.503
250.625	n/a	Response	3.906	6	317.423
250.649	120.014	Fixation+	n/a	n/a	317.447
375.81	n/a	Response	5.147	7	442.608
375.836	120.014	Fixation+	n/a	n/a	442.634
500.392	n/a	Response	4.542	7	567.191
