onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.008	5.173	ITI	Fixation+	0	Pain	n/a	12.892	n/a	n/a	29.853
5.198	3.498	Pic2	Picture	0	Pain	7	9.377	n/a	n/a	35.042
8.696	2.006	Blank	Blank	0	Pain	n/a	7.371	n/a	n/a	38.54
18.073	n/a	ConfirmRating	Rate	0	Pain	7	n/a	6.854	56	47.917
18.096	4.642	ITI	Fixation+	1	Pain	n/a	7.761	n/a	n/a	47.941
22.755	3.498	Pic2	Picture	1	Pain	15	4.246	n/a	n/a	52.599
26.253	2.006	Blank	Blank	1	Pain	n/a	2.24	n/a	n/a	56.097
30.499	n/a	ConfirmRating	Rate	1	Pain	15	n/a	1.723	60	60.343
30.53	5.405	ITI	Fixation+	2	No_Pain	n/a	9.982	n/a	n/a	60.375
35.951	3.498	Pic2	Picture	2	No_Pain	34	6.467	n/a	n/a	65.796
39.449	2.006	Blank	Blank	2	No_Pain	n/a	4.461	n/a	n/a	69.294
45.916	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	3.945	0	75.761
45.948	4.675	ITI	Fixation+	3	No_Pain	n/a	7.691	n/a	n/a	75.793
50.64	3.498	Pic2	Picture	3	No_Pain	35	4.176	n/a	n/a	80.485
54.138	2.006	Blank	Blank	3	No_Pain	n/a	2.17	n/a	n/a	83.983
58.314	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	1.653	0	88.159
58.333	5.239	ITI	Fixation+	4	Pain	n/a	7.316	n/a	n/a	88.177
63.588	3.498	Pic2	Picture	4	Pain	6	3.801	n/a	n/a	93.433
67.086	2.006	Blank	Blank	4	Pain	n/a	1.795	n/a	n/a	96.931
70.887	n/a	ConfirmRating	Rate	4	Pain	6	n/a	1.278	46	100.732
70.916	5.504	ITI	Fixation+	5	No_Pain	n/a	8.259	n/a	n/a	100.761
76.437	3.498	Pic2	Picture	5	No_Pain	29	4.744	n/a	n/a	106.281
79.935	2.006	Blank	Blank	5	No_Pain	n/a	2.738	n/a	n/a	109.779
84.679	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	2.221	0	114.524
84.709	4.344	ITI	Fixation+	6	No_Pain	n/a	9.192	n/a	n/a	114.554
89.07	3.498	Pic2	Picture	6	No_Pain	39	5.678	n/a	n/a	118.915
92.568	2.006	Blank	Blank	6	No_Pain	n/a	3.672	n/a	n/a	122.413
98.246	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	3.155	0	128.09
98.271	5.007	ITI	Fixation+	7	Pain	n/a	6.681	n/a	n/a	128.116
