onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.008	120.014	Fixation+	n/a	n/a	61.999
126.132	n/a	Response	6.109	5	188.123
126.157	120.014	Fixation+	n/a	n/a	188.148
252.055	n/a	Response	5.884	6	314.046
252.073	120.014	Fixation+	n/a	n/a	314.064
378.818	n/a	Response	6.731	7	440.809
378.851	120.014	Fixation+	n/a	n/a	440.842
504.39	n/a	Response	5.525	7	566.381
