onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.004	4.078	ITI	Fixation+	0	Pain	n/a	11.389	n/a	n/a	27.018
4.099	3.498	Pic2	Picture	0	Pain	7	7.874	n/a	n/a	31.113
7.597	2.006	Blank	Blank	0	Pain	n/a	5.868	n/a	n/a	34.611
15.471	n/a	ConfirmRating	Rate	0	Pain	7	n/a	5.351	84	42.486
15.489	4.277	ITI	Fixation+	1	Pain	n/a	8.181	n/a	n/a	42.503
19.782	3.498	Pic2	Picture	1	Pain	15	4.667	n/a	n/a	46.797
23.281	2.006	Blank	Blank	1	Pain	n/a	2.66	n/a	n/a	50.295
27.947	n/a	ConfirmRating	Rate	1	Pain	15	n/a	2.144	95	54.962
27.973	4.841	ITI	Fixation+	2	No_Pain	n/a	7.644	n/a	n/a	54.987
32.83	3.498	Pic2	Picture	2	No_Pain	34	4.129	n/a	n/a	59.844
36.328	2.006	Blank	Blank	2	No_Pain	n/a	2.123	n/a	n/a	63.343
40.457	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	1.606	0	67.471
40.489	4.427	ITI	Fixation+	3	No_Pain	n/a	7.572	n/a	n/a	67.504
44.933	3.498	Pic2	Picture	3	No_Pain	35	4.057	n/a	n/a	71.947
48.431	2.006	Blank	Blank	3	No_Pain	n/a	2.051	n/a	n/a	75.445
52.488	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	1.535	0	79.502
52.509	4.526	ITI	Fixation+	4	Pain	n/a	7.384	n/a	n/a	79.523
57.052	3.498	Pic2	Picture	4	Pain	6	3.869	n/a	n/a	84.066
60.55	2.006	Blank	Blank	4	Pain	n/a	1.863	n/a	n/a	87.564
64.419	n/a	ConfirmRating	Rate	4	Pain	6	n/a	1.347	80	91.433
64.446	4.642	ITI	Fixation+	5	No_Pain	n/a	7.089	n/a	n/a	91.46
69.105	3.498	Pic2	Picture	5	No_Pain	29	3.574	n/a	n/a	96.119
72.603	2.006	Blank	Blank	5	No_Pain	n/a	1.568	n/a	n/a	99.617
76.177	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	1.052	0	103.191
76.2	4.344	ITI	Fixation+	6	No_Pain	n/a	7.426	n/a	n/a	103.215
80.561	3.498	Pic2	Picture	6	No_Pain	39	3.911	n/a	n/a	107.575
84.059	2.006	Blank	Blank	6	No_Pain	n/a	1.905	n/a	n/a	111.073
87.97	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	1.388	0	114.984
87.988	5.604	ITI	Fixation+	7	Pain	n/a	7.77	n/a	n/a	115.002
93.608	3.498	Pic2	Picture	7	Pain	9	4.255	n/a	n/a	120.623
97.106	2.006	Blank	Blank	7	Pain	n/a	2.249	n/a	n/a	124.121
101.361	n/a	ConfirmRating	Rate	7	Pain	9	n/a	1.732	99	128.376
101.384	5.968	ITI	Fixation+	8	Pain	n/a	9.31	n/a	n/a	128.398
107.369	3.498	Pic2	Picture	8	Pain	14	5.795	n/a	n/a	134.383
110.867	2.006	Blank	Blank	8	Pain	n/a	3.789	n/a	n/a	137.881
