onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.007	120.015	Fixation+	n/a	n/a	54.324
124.486	n/a	Response	4.465	5	178.803
124.515	120.015	Fixation+	n/a	n/a	178.831
248.878	n/a	Response	4.348	6	303.194
248.906	120.015	Fixation+	n/a	n/a	303.223
379.771	n/a	Response	10.85	7	434.087
379.796	120.015	Fixation+	n/a	n/a	434.113
502.507	n/a	Response	2.696	7	556.823
