onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.006	120.014	Fixation+	n/a	n/a	44.36
124.575	n/a	Response	4.555	5	168.928
124.596	120.014	Fixation+	n/a	n/a	168.949
248.35	n/a	Response	3.74	6	292.703
248.374	120.014	Fixation+	n/a	n/a	292.727
372.304	n/a	Response	3.916	7	416.657
372.333	120.014	Fixation+	n/a	n/a	416.687
496.55	n/a	Response	4.203	7	540.904
