onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.011	120.013	Fixation+	n/a	n/a	41.093
131.718	n/a	Response	11.693	5	172.8
131.746	120.014	Fixation+	n/a	n/a	172.828
260.007	n/a	Response	8.247	6	301.089
260.033	120.014	Fixation+	n/a	n/a	301.115
388.161	n/a	Response	8.115	7	429.243
388.186	120.014	Fixation+	n/a	n/a	429.268
513.382	n/a	Response	5.182	7	554.464
