onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.01	4.51	ITI	Fixation+	0	No_Pain	n/a	9.143	n/a	n/a	29.256
4.536	3.498	Pic2	Picture	0	No_Pain	24	5.628	n/a	n/a	33.782
8.034	2.006	Blank	Blank	0	No_Pain	n/a	3.622	n/a	n/a	37.28
13.662	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	3.106	0	42.908
13.688	4.311	ITI	Fixation+	1	No_Pain	n/a	9.252	n/a	n/a	42.934
18.015	3.498	Pic2	Picture	1	No_Pain	25	5.737	n/a	n/a	47.261
21.513	2.006	Blank	Blank	1	No_Pain	n/a	3.731	n/a	n/a	50.759
27.25	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	3.214	0	56.496
27.282	5.388	ITI	Fixation+	2	Pain	n/a	12.373	n/a	n/a	56.528
32.687	3.498	Pic2	Picture	2	Pain	19	8.859	n/a	n/a	61.933
36.185	2.006	Blank	Blank	2	Pain	n/a	6.853	n/a	n/a	65.431
45.044	n/a	ConfirmRating	Rate	2	Pain	19	n/a	6.336	10	74.29
45.071	5.935	ITI	Fixation+	3	No_Pain	n/a	10.55	n/a	n/a	74.317
51.023	3.498	Pic2	Picture	3	No_Pain	37	7.035	n/a	n/a	80.269
54.521	2.006	Blank	Blank	3	No_Pain	n/a	5.029	n/a	n/a	83.767
61.556	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	4.513	0	90.802
61.584	4.045	ITI	Fixation+	4	Pain	n/a	8.415	n/a	n/a	90.83
65.645	3.498	Pic2	Picture	4	Pain	2	4.901	n/a	n/a	94.891
69.144	2.006	Blank	Blank	4	Pain	n/a	2.895	n/a	n/a	98.389
74.044	n/a	ConfirmRating	Rate	4	Pain	2	n/a	2.378	5	103.29
74.067	4.874	ITI	Fixation+	5	No_Pain	n/a	8.085	n/a	n/a	103.313
78.958	3.498	Pic2	Picture	5	No_Pain	26	4.571	n/a	n/a	108.204
82.456	2.006	Blank	Blank	5	No_Pain	n/a	2.564	n/a	n/a	111.702
87.027	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	2.048	0	116.273
87.049	5.604	ITI	Fixation+	6	Pain	n/a	7.428	n/a	n/a	116.295
92.669	3.498	Pic2	Picture	6	Pain	12	3.914	n/a	n/a	121.915
96.167	2.006	Blank	Blank	6	Pain	n/a	1.908	n/a	n/a	125.413
100.081	n/a	ConfirmRating	Rate	6	Pain	12	n/a	1.391	6	129.327
100.113	5.886	ITI	Fixation+	7	Pain	n/a	8.248	n/a	n/a	129.359
106.015	3.498	Pic2	Picture	7	Pain	3	4.734	n/a	n/a	135.261
109.513	2.006	Blank	Blank	7	Pain	n/a	2.728	n/a	n/a	138.759
