onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.014	120.014	Fixation+	n/a	n/a	62.745
123.649	n/a	Response	3.621	5	186.38
123.675	120.014	Fixation+	n/a	n/a	186.407
247.925	n/a	Response	4.236	6	310.657
247.95	120.014	Fixation+	n/a	n/a	310.682
370.783	n/a	Response	2.819	7	433.515
370.816	120.014	Fixation+	n/a	n/a	433.548
493.824	n/a	Response	2.994	7	556.556
