onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.017	4.045	ITI	Fixation+	0	No_Pain	n/a	8.961	n/a	n/a	23.172
4.079	3.498	Pic2	Picture	0	No_Pain	24	5.446	n/a	n/a	27.234
7.577	2.006	Blank	Blank	0	No_Pain	n/a	3.44	n/a	n/a	30.732
13.023	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	2.923	10	36.178
13.048	4.907	ITI	Fixation+	1	No_Pain	n/a	8.62	n/a	n/a	36.203
17.972	3.498	Pic2	Picture	1	No_Pain	25	5.106	n/a	n/a	41.127
21.47	2.006	Blank	Blank	1	No_Pain	n/a	3.1	n/a	n/a	44.625
26.576	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	2.583	0	49.731
26.593	4.178	ITI	Fixation+	2	Pain	n/a	9.581	n/a	n/a	49.748
30.787	3.498	Pic2	Picture	2	Pain	19	6.066	n/a	n/a	53.942
34.286	2.006	Blank	Blank	2	Pain	n/a	4.06	n/a	n/a	57.44
40.352	n/a	ConfirmRating	Rate	2	Pain	19	n/a	3.544	51	63.506
40.37	5.438	ITI	Fixation+	3	No_Pain	n/a	8.291	n/a	n/a	63.525
45.824	3.498	Pic2	Picture	3	No_Pain	37	4.776	n/a	n/a	68.979
49.322	2.006	Blank	Blank	3	No_Pain	n/a	2.77	n/a	n/a	72.477
54.099	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	2.254	0	77.253
54.13	4.095	ITI	Fixation+	4	Pain	n/a	9.081	n/a	n/a	77.285
58.242	3.498	Pic2	Picture	4	Pain	2	5.566	n/a	n/a	81.397
61.74	2.006	Blank	Blank	4	Pain	n/a	3.56	n/a	n/a	84.895
67.306	n/a	ConfirmRating	Rate	4	Pain	2	n/a	3.044	52	90.461
67.327	5.255	ITI	Fixation+	5	No_Pain	n/a	8.313	n/a	n/a	90.482
72.599	3.498	Pic2	Picture	5	No_Pain	26	4.798	n/a	n/a	95.754
76.097	2.006	Blank	Blank	5	No_Pain	n/a	2.792	n/a	n/a	99.252
80.895	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	2.275	0	104.05
80.922	4.443	ITI	Fixation+	6	Pain	n/a	8.439	n/a	n/a	104.076
85.381	3.498	Pic2	Picture	6	Pain	12	4.924	n/a	n/a	108.536
88.88	2.006	Blank	Blank	6	Pain	n/a	2.918	n/a	n/a	112.034
93.804	n/a	ConfirmRating	Rate	6	Pain	12	n/a	2.402	58	116.959
93.837	5.72	ITI	Fixation+	7	Pain	n/a	8.067	n/a	n/a	116.991
99.573	3.498	Pic2	Picture	7	Pain	3	4.553	n/a	n/a	122.728
103.071	2.006	Blank	Blank	7	Pain	n/a	2.547	n/a	n/a	126.226
107.624	n/a	ConfirmRating	Rate	7	Pain	3	n/a	2.03	60	130.778
107.647	5.073	ITI	Fixation+	8	No_Pain	n/a	9.771	n/a	n/a	130.802
112.737	3.498	Pic2	Picture	8	No_Pain	30	6.256	n/a	n/a	135.891
116.235	2.006	Blank	Blank	8	No_Pain	n/a	4.25	n/a	n/a	139.389
122.49	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	3.733	0	145.645
122.518	5.421	ITI	Fixation+	9	Pain	n/a	7.72	n/a	n/a	145.673
127.956	3.498	Pic2	Picture	9	Pain	4	4.205	n/a	n/a	151.111
131.454	2.006	Blank	Blank	9	Pain	n/a	2.199	n/a	n/a	154.609
135.659	n/a	ConfirmRating	Rate	9	Pain	4	n/a	1.683	60	158.814
135.682	4.393	ITI	Fixation+	10	No_Pain	n/a	8.154	n/a	n/a	158.836
140.092	3.498	Pic2	Picture	10	No_Pain	28	4.639	n/a	n/a	163.246
143.59	2.006	Blank	Blank	10	No_Pain	n/a	2.633	n/a	n/a	166.744
148.229	n/a	ConfirmRating	Rate	10	No_Pain	28	n/a	2.116	0	171.384
148.248	4.609	ITI	Fixation+	11	Pain	n/a	9.077	n/a	n/a	171.403
152.874	3.498	Pic2	Picture	11	Pain	13	5.562	n/a	n/a	176.029
156.372	2.006	Blank	Blank	11	Pain	n/a	3.556	n/a	n/a	179.527
161.934	n/a	ConfirmRating	Rate	11	Pain	13	n/a	3.039	65	185.089
161.959	4.675	ITI	Fixation+	12	No_Pain	n/a	8.788	n/a	n/a	185.114
166.651	3.498	Pic2	Picture	12	No_Pain	32	5.273	n/a	n/a	189.805
170.149	2.006	Blank	Blank	12	No_Pain	n/a	3.267	n/a	n/a	193.304
175.422	n/a	ConfirmRating	Rate	12	No_Pain	32	n/a	2.75	0	198.576
175.454	5.073	ITI	Fixation+	13	Pain	n/a	9.879	n/a	n/a	198.609
180.544	3.498	Pic2	Picture	13	Pain	5	6.365	n/a	n/a	203.699
184.042	2.006	Blank	Blank	13	Pain	n/a	4.359	n/a	n/a	207.197
190.407	n/a	ConfirmRating	Rate	13	Pain	5	n/a	3.842	65	213.561
190.425	4.277	ITI	Fixation+	14	No_Pain	n/a	7.348	n/a	n/a	213.579
194.719	3.498	Pic2	Picture	14	No_Pain	21	3.833	n/a	n/a	217.874
198.217	2.006	Blank	Blank	14	No_Pain	n/a	1.827	n/a	n/a	221.372
202.05	n/a	ConfirmRating	Rate	14	No_Pain	21	n/a	1.311	0	225.205
202.08	5.852	ITI	Fixation+	15	No_Pain	n/a	8.068	n/a	n/a	225.234
207.949	3.498	Pic2	Picture	15	No_Pain	38	4.553	n/a	n/a	231.103
211.447	2.006	Blank	Blank	15	No_Pain	n/a	2.547	n/a	n/a	234.601
216.0	n/a	ConfirmRating	Rate	15	No_Pain	38	n/a	2.03	2	239.155
216.023	4.311	ITI	Fixation+	16	Pain	n/a	9.374	n/a	n/a	239.177
220.35	3.498	Pic2	Picture	16	Pain	16	5.859	n/a	n/a	243.504
223.848	2.006	Blank	Blank	16	Pain	n/a	3.853	n/a	n/a	247.002
229.707	n/a	ConfirmRating	Rate	16	Pain	16	n/a	3.336	65	252.862
229.733	5.537	ITI	Fixation+	17	No_Pain	n/a	7.03	n/a	n/a	252.888
235.287	3.498	Pic2	Picture	17	No_Pain	22	3.516	n/a	n/a	258.442
238.785	2.006	Blank	Blank	17	No_Pain	n/a	1.509	n/a	n/a	261.94
242.301	n/a	ConfirmRating	Rate	17	No_Pain	22	n/a	0.993	0	265.455
242.333	4.261	ITI	Fixation+	18	Pain	n/a	9.673	n/a	n/a	265.488
246.61	3.498	Pic2	Picture	18	Pain	8	6.158	n/a	n/a	269.765
250.109	2.006	Blank	Blank	18	Pain	n/a	4.152	n/a	n/a	273.263
256.267	n/a	ConfirmRating	Rate	18	Pain	8	n/a	3.636	74	279.421
256.293	4.625	ITI	Fixation+	19	Pain	n/a	11.563	n/a	n/a	279.447
260.935	3.498	Pic2	Picture	19	Pain	1	8.049	n/a	n/a	284.089
264.433	2.006	Blank	Blank	19	Pain	n/a	6.043	n/a	n/a	287.587
272.481	n/a	ConfirmRating	Rate	19	Pain	1	n/a	5.526	70	295.636
272.507	15.004	Rest	n/a	19	n/a	n/a	-15.029	n/a	n/a	295.661
287.527	5.869	ITI	Fixation+	20	No_Pain	n/a	6.913	n/a	n/a	310.682
293.412	3.498	Pic2	Picture	20	No_Pain	23	3.398	n/a	n/a	316.567
296.911	2.006	Blank	Blank	20	No_Pain	n/a	1.392	n/a	n/a	320.065
300.309	n/a	ConfirmRating	Rate	20	No_Pain	23	n/a	0.876	3	323.464
300.326	5.007	ITI	Fixation+	21	Pain	n/a	9.888	n/a	n/a	323.481
305.349	3.498	Pic2	Picture	21	Pain	10	6.373	n/a	n/a	328.504
308.847	2.006	Blank	Blank	21	Pain	n/a	4.367	n/a	n/a	332.002
315.221	n/a	ConfirmRating	Rate	21	Pain	10	n/a	3.851	76	338.375
315.247	5.106	ITI	Fixation+	22	No_Pain	n/a	7.45	n/a	n/a	338.401
320.37	3.498	Pic2	Picture	22	No_Pain	36	3.935	n/a	n/a	343.524
323.868	2.006	Blank	Blank	22	No_Pain	n/a	1.929	n/a	n/a	347.022
327.803	n/a	ConfirmRating	Rate	22	No_Pain	36	n/a	1.412	0	350.957
327.83	5.156	ITI	Fixation+	23	Pain	n/a	11.439	n/a	n/a	350.985
333.003	3.498	Pic2	Picture	23	Pain	11	7.924	n/a	n/a	356.157
336.501	2.006	Blank	Blank	23	Pain	n/a	5.918	n/a	n/a	359.656
344.425	n/a	ConfirmRating	Rate	23	Pain	11	n/a	5.402	61	367.58
344.442	5.604	ITI	Fixation+	24	Pain	n/a	9.582	n/a	n/a	367.597
350.062	3.498	Pic2	Picture	24	Pain	17	6.068	n/a	n/a	373.217
353.56	2.006	Blank	Blank	24	Pain	n/a	4.062	n/a	n/a	376.715
359.628	n/a	ConfirmRating	Rate	24	Pain	17	n/a	3.545	71	382.783
359.645	4.36	ITI	Fixation+	25	No_Pain	n/a	7.996	n/a	n/a	382.8
364.022	3.498	Pic2	Picture	25	No_Pain	31	4.481	n/a	n/a	387.176
367.52	2.006	Blank	Blank	25	No_Pain	n/a	2.475	n/a	n/a	390.674
372.001	n/a	ConfirmRating	Rate	25	No_Pain	31	n/a	1.958	0	395.156
372.029	4.99	ITI	Fixation+	26	Pain	n/a	9.619	n/a	n/a	395.184
377.036	3.498	Pic2	Picture	26	Pain	18	6.104	n/a	n/a	400.191
380.534	2.006	Blank	Blank	26	Pain	n/a	4.098	n/a	n/a	403.689
386.639	n/a	ConfirmRating	Rate	26	Pain	18	n/a	3.582	67	409.793
386.668	4.642	ITI	Fixation+	27	No_Pain	n/a	7.877	n/a	n/a	409.823
391.327	3.498	Pic2	Picture	27	No_Pain	33	4.362	n/a	n/a	414.482
394.825	2.006	Blank	Blank	27	No_Pain	n/a	2.356	n/a	n/a	417.98
399.188	n/a	ConfirmRating	Rate	27	No_Pain	33	n/a	1.84	0	422.342
399.218	5.04	ITI	Fixation+	28	No_Pain	n/a	7.403	n/a	n/a	422.373
404.275	3.498	Pic2	Picture	28	No_Pain	40	3.888	n/a	n/a	427.43
407.773	2.006	Blank	Blank	28	No_Pain	n/a	1.882	n/a	n/a	430.928
411.661	n/a	ConfirmRating	Rate	28	No_Pain	40	n/a	1.366	0	434.816
411.686	5.819	ITI	Fixation+	29	Pain	n/a	10.679	n/a	n/a	434.84
417.522	3.498	Pic2	Picture	29	Pain	20	7.164	n/a	n/a	440.676
421.02	2.006	Blank	Blank	29	Pain	n/a	5.158	n/a	n/a	444.174
428.184	n/a	ConfirmRating	Rate	29	Pain	20	n/a	4.642	72	451.339
428.215	5.156	ITI	Fixation+	30	No_Pain	n/a	8.771	n/a	n/a	451.37
433.387	3.498	Pic2	Picture	30	No_Pain	27	5.256	n/a	n/a	456.542
436.886	2.006	Blank	Blank	30	No_Pain	n/a	3.25	n/a	n/a	460.04
442.142	n/a	ConfirmRating	Rate	30	No_Pain	27	n/a	2.734	0	465.296
442.174	4.576	ITI	Fixation+	31	Pain	n/a	8.164	n/a	n/a	465.329
446.767	3.498	Pic2	Picture	31	Pain	14	4.649	n/a	n/a	469.921
450.265	2.006	Blank	Blank	31	Pain	n/a	2.643	n/a	n/a	473.419
454.914	n/a	ConfirmRating	Rate	31	Pain	14	n/a	2.127	63	478.068
454.94	4.427	ITI	Fixation+	32	Pain	n/a	8.573	n/a	n/a	478.094
459.383	3.498	Pic2	Picture	32	Pain	9	5.058	n/a	n/a	482.538
462.881	2.006	Blank	Blank	32	Pain	n/a	3.052	n/a	n/a	486.036
467.94	n/a	ConfirmRating	Rate	32	Pain	9	n/a	2.536	69	491.094
467.971	5.007	ITI	Fixation+	33	No_Pain	n/a	7.506	n/a	n/a	491.125
472.994	3.498	Pic2	Picture	33	No_Pain	39	3.991	n/a	n/a	496.149
476.492	2.006	Blank	Blank	33	No_Pain	n/a	1.985	n/a	n/a	499.647
480.483	n/a	ConfirmRating	Rate	33	No_Pain	39	n/a	1.469	0	503.638
480.504	4.675	ITI	Fixation+	34	No_Pain	n/a	8.24	n/a	n/a	503.659
485.196	3.498	Pic2	Picture	34	No_Pain	29	4.726	n/a	n/a	508.351
488.694	2.006	Blank	Blank	34	No_Pain	n/a	2.72	n/a	n/a	511.849
493.42	n/a	ConfirmRating	Rate	34	No_Pain	29	n/a	2.203	0	516.575
493.452	4.874	ITI	Fixation+	35	Pain	n/a	10.163	n/a	n/a	516.607
498.343	3.498	Pic2	Picture	35	Pain	6	6.649	n/a	n/a	521.498
501.841	2.006	Blank	Blank	35	Pain	n/a	4.643	n/a	n/a	524.996
508.49	n/a	ConfirmRating	Rate	35	Pain	6	n/a	4.126	65	531.645
508.523	4.775	ITI	Fixation+	36	No_Pain	n/a	7.119	n/a	n/a	531.677
513.314	3.498	Pic2	Picture	36	No_Pain	35	3.605	n/a	n/a	536.469
516.812	2.006	Blank	Blank	36	No_Pain	n/a	1.599	n/a	n/a	539.967
520.417	n/a	ConfirmRating	Rate	36	No_Pain	35	n/a	1.082	0	543.571
520.443	5.057	ITI	Fixation+	37	No_Pain	n/a	7.241	n/a	n/a	543.597
525.516	3.498	Pic2	Picture	37	No_Pain	34	3.726	n/a	n/a	548.671
529.014	2.006	Blank	Blank	37	No_Pain	n/a	1.721	n/a	n/a	552.169
532.74	n/a	ConfirmRating	Rate	37	No_Pain	34	n/a	1.204	0	555.895
532.761	5.852	ITI	Fixation+	38	Pain	n/a	7.402	n/a	n/a	555.915
538.63	3.498	Pic2	Picture	38	Pain	15	3.888	n/a	n/a	561.784
542.128	2.006	Blank	Blank	38	Pain	n/a	1.882	n/a	n/a	565.283
546.015	n/a	ConfirmRating	Rate	38	Pain	15	n/a	1.365	64	569.17
546.04	5.687	ITI	Fixation+	39	Pain	n/a	11.826	n/a	n/a	569.195
551.743	3.498	Pic2	Picture	39	Pain	7	8.311	n/a	n/a	574.898
555.242	2.006	Blank	Blank	39	Pain	n/a	6.305	n/a	n/a	578.396
563.553	n/a	ConfirmRating	Rate	39	Pain	7	n/a	5.788	66	586.708
