onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.012	5.67	ITI	Fixation+	0	No_Pain	n/a	8.499	n/a	n/a	30.351
5.698	3.498	Pic2	Picture	0	No_Pain	24	4.984	n/a	n/a	36.037
9.196	2.006	Blank	Blank	0	No_Pain	n/a	2.978	n/a	n/a	39.535
14.18	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	2.461	6	44.519
14.203	5.703	ITI	Fixation+	1	No_Pain	n/a	8.779	n/a	n/a	44.542
19.923	3.498	Pic2	Picture	1	No_Pain	25	5.264	n/a	n/a	50.262
23.421	2.006	Blank	Blank	1	No_Pain	n/a	3.258	n/a	n/a	53.76
28.685	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	2.742	2	59.024
28.71	5.62	ITI	Fixation+	2	Pain	n/a	10.092	n/a	n/a	59.049
34.347	3.498	Pic2	Picture	2	Pain	19	6.577	n/a	n/a	64.686
37.845	2.006	Blank	Blank	2	Pain	n/a	4.571	n/a	n/a	68.184
44.422	n/a	ConfirmRating	Rate	2	Pain	19	n/a	4.055	17	74.761
44.443	4.095	ITI	Fixation+	3	No_Pain	n/a	6.994	n/a	n/a	74.782
48.555	3.498	Pic2	Picture	3	No_Pain	37	3.479	n/a	n/a	78.894
52.053	2.006	Blank	Blank	3	No_Pain	n/a	1.473	n/a	n/a	82.392
55.532	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	0.956	0	85.871
55.551	4.476	ITI	Fixation+	4	Pain	n/a	8.335	n/a	n/a	85.89
60.044	3.498	Pic2	Picture	4	Pain	2	4.82	n/a	n/a	90.383
63.542	2.006	Blank	Blank	4	Pain	n/a	2.814	n/a	n/a	93.881
68.362	n/a	ConfirmRating	Rate	4	Pain	2	n/a	2.297	12	98.701
68.383	4.277	ITI	Fixation+	5	No_Pain	n/a	7.033	n/a	n/a	98.722
72.677	3.498	Pic2	Picture	5	No_Pain	26	3.518	n/a	n/a	103.016
76.175	2.006	Blank	Blank	5	No_Pain	n/a	1.512	n/a	n/a	106.514
79.693	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	0.995	0	110.032
79.723	5.024	ITI	Fixation+	6	Pain	n/a	8.455	n/a	n/a	110.062
84.763	3.498	Pic2	Picture	6	Pain	12	4.941	n/a	n/a	115.102
88.261	2.006	Blank	Blank	6	Pain	n/a	2.935	n/a	n/a	118.6
93.202	n/a	ConfirmRating	Rate	6	Pain	12	n/a	2.418	12	123.541
93.218	4.907	ITI	Fixation+	7	Pain	n/a	8.632	n/a	n/a	123.557
98.142	3.498	Pic2	Picture	7	Pain	3	5.117	n/a	n/a	128.481
101.64	2.006	Blank	Blank	7	Pain	n/a	3.111	n/a	n/a	131.979
106.758	n/a	ConfirmRating	Rate	7	Pain	3	n/a	2.595	17	137.097
106.78	4.924	ITI	Fixation+	8	No_Pain	n/a	7.751	n/a	n/a	137.119
111.72	3.498	Pic2	Picture	8	No_Pain	30	4.236	n/a	n/a	142.059
115.219	2.006	Blank	Blank	8	No_Pain	n/a	2.23	n/a	n/a	145.557
119.455	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	1.713	0	149.793
119.479	4.559	ITI	Fixation+	9	Pain	n/a	10.662	n/a	n/a	149.818
124.055	3.498	Pic2	Picture	9	Pain	4	7.147	n/a	n/a	154.394
127.553	2.006	Blank	Blank	9	Pain	n/a	5.141	n/a	n/a	157.892
134.7	n/a	ConfirmRating	Rate	9	Pain	4	n/a	4.625	19	165.039
134.732	5.786	ITI	Fixation+	10	No_Pain	n/a	6.819	n/a	n/a	165.071
140.534	3.498	Pic2	Picture	10	No_Pain	28	3.304	n/a	n/a	170.873
144.033	2.006	Blank	Blank	10	No_Pain	n/a	1.298	n/a	n/a	174.371
147.336	n/a	ConfirmRating	Rate	10	No_Pain	28	n/a	0.781	0	177.675
147.365	5.388	ITI	Fixation+	11	Pain	n/a	10.772	n/a	n/a	177.704
152.77	3.498	Pic2	Picture	11	Pain	13	7.258	n/a	n/a	183.109
156.268	2.006	Blank	Blank	11	Pain	n/a	5.252	n/a	n/a	186.607
163.525	n/a	ConfirmRating	Rate	11	Pain	13	n/a	4.735	12	193.864
163.546	4.808	ITI	Fixation+	12	No_Pain	n/a	7.39	n/a	n/a	193.885
168.37	3.498	Pic2	Picture	12	No_Pain	32	3.876	n/a	n/a	198.709
171.869	2.006	Blank	Blank	12	No_Pain	n/a	1.87	n/a	n/a	202.207
175.744	n/a	ConfirmRating	Rate	12	No_Pain	32	n/a	1.353	0	206.083
175.765	4.476	ITI	Fixation+	13	Pain	n/a	9.614	n/a	n/a	206.103
180.257	3.498	Pic2	Picture	13	Pain	5	6.1	n/a	n/a	210.596
183.756	2.006	Blank	Blank	13	Pain	n/a	4.093	n/a	n/a	214.095
189.855	n/a	ConfirmRating	Rate	13	Pain	5	n/a	3.577	4	220.194
189.873	4.99	ITI	Fixation+	14	No_Pain	n/a	7.568	n/a	n/a	220.212
194.88	3.498	Pic2	Picture	14	No_Pain	21	4.053	n/a	n/a	225.219
198.378	2.006	Blank	Blank	14	No_Pain	n/a	2.047	n/a	n/a	228.717
202.431	n/a	ConfirmRating	Rate	14	No_Pain	21	n/a	1.531	0	232.77
202.457	5.852	ITI	Fixation+	15	No_Pain	n/a	6.057	n/a	n/a	232.796
208.326	3.498	Pic2	Picture	15	No_Pain	38	2.542	n/a	n/a	238.664
211.824	2.006	Blank	Blank	15	No_Pain	n/a	0.536	n/a	n/a	242.163
214.366	n/a	ConfirmRating	Rate	15	No_Pain	38	n/a	0.019	90	244.705
214.393	5.786	ITI	Fixation+	16	Pain	n/a	8.087	n/a	n/a	244.732
220.196	3.498	Pic2	Picture	16	Pain	16	4.573	n/a	n/a	250.535
223.694	2.006	Blank	Blank	16	Pain	n/a	2.567	n/a	n/a	254.033
228.267	n/a	ConfirmRating	Rate	16	Pain	16	n/a	2.05	17	258.606
228.287	4.874	ITI	Fixation+	17	No_Pain	n/a	6.603	n/a	n/a	258.625
233.177	3.498	Pic2	Picture	17	No_Pain	22	3.088	n/a	n/a	263.516
236.675	2.006	Blank	Blank	17	No_Pain	n/a	1.082	n/a	n/a	267.014
239.764	n/a	ConfirmRating	Rate	17	No_Pain	22	n/a	0.565	0	270.103
239.792	5.156	ITI	Fixation+	18	Pain	n/a	8.36	n/a	n/a	270.131
244.965	3.498	Pic2	Picture	18	Pain	8	4.846	n/a	n/a	275.304
248.463	2.006	Blank	Blank	18	Pain	n/a	2.84	n/a	n/a	278.802
253.309	n/a	ConfirmRating	Rate	18	Pain	8	n/a	2.323	13	283.648
253.337	5.206	ITI	Fixation+	19	Pain	n/a	6.616	n/a	n/a	283.676
258.56	3.498	Pic2	Picture	19	Pain	1	3.101	n/a	n/a	288.899
262.058	2.006	Blank	Blank	19	Pain	n/a	1.095	n/a	n/a	292.397
265.159	n/a	ConfirmRating	Rate	19	Pain	1	n/a	0.578	10	295.498
265.191	15.004	Rest	n/a	19	n/a	n/a	-15.036	n/a	n/a	295.53
280.212	4.758	ITI	Fixation+	20	No_Pain	n/a	6.727	n/a	n/a	310.55
284.986	3.498	Pic2	Picture	20	No_Pain	23	3.212	n/a	n/a	315.325
288.484	2.006	Blank	Blank	20	No_Pain	n/a	1.206	n/a	n/a	318.823
291.696	n/a	ConfirmRating	Rate	20	No_Pain	23	n/a	0.689	0	322.035
291.717	4.277	ITI	Fixation+	21	Pain	n/a	7.709	n/a	n/a	322.056
296.011	3.498	Pic2	Picture	21	Pain	10	4.194	n/a	n/a	326.35
299.51	2.006	Blank	Blank	21	Pain	n/a	2.188	n/a	n/a	329.848
303.703	n/a	ConfirmRating	Rate	21	Pain	10	n/a	1.671	4	334.042
303.72	5.04	ITI	Fixation+	22	No_Pain	n/a	7.485	n/a	n/a	334.059
308.777	3.498	Pic2	Picture	22	No_Pain	36	3.97	n/a	n/a	339.116
312.275	2.006	Blank	Blank	22	No_Pain	n/a	1.964	n/a	n/a	342.614
316.245	n/a	ConfirmRating	Rate	22	No_Pain	36	n/a	1.448	0	346.584
