onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.017	120.014	Fixation+	n/a	n/a	46.498
123.083	n/a	Response	3.052	5	169.565
123.114	120.014	Fixation+	n/a	n/a	169.596
244.726	n/a	Response	1.597	6	291.207
244.753	120.014	Fixation+	n/a	n/a	291.235
366.792	n/a	Response	2.025	7	413.273
366.823	120.014	Fixation+	n/a	n/a	413.304
488.498	n/a	Response	1.661	7	534.979
