onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.006	4.211	ITI	Fixation+	0	No_Pain	n/a	9.785	n/a	n/a	29.505
4.234	3.498	Pic2	Picture	0	No_Pain	24	6.271	n/a	n/a	33.732
7.732	2.006	Blank	Blank	0	No_Pain	n/a	4.265	n/a	n/a	37.23
14.002	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	3.748	78	43.501
14.032	5.04	ITI	Fixation+	1	No_Pain	n/a	10.15	n/a	n/a	43.53
19.088	3.498	Pic2	Picture	1	No_Pain	25	6.635	n/a	n/a	48.587
22.586	2.006	Blank	Blank	1	No_Pain	n/a	4.629	n/a	n/a	52.085
29.221	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	4.112	46	58.72
29.251	5.736	ITI	Fixation+	2	Pain	n/a	11.792	n/a	n/a	58.749
35.004	3.498	Pic2	Picture	2	Pain	19	8.277	n/a	n/a	64.502
38.502	2.006	Blank	Blank	2	Pain	n/a	6.271	n/a	n/a	68.0
46.779	n/a	ConfirmRating	Rate	2	Pain	19	n/a	5.754	12	76.277
46.808	4.377	ITI	Fixation+	3	No_Pain	n/a	10.481	n/a	n/a	76.306
51.201	3.498	Pic2	Picture	3	No_Pain	37	6.966	n/a	n/a	80.7
54.699	2.006	Blank	Blank	3	No_Pain	n/a	4.96	n/a	n/a	84.198
61.665	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	4.444	51	91.164
61.695	4.46	ITI	Fixation+	4	Pain	n/a	18.379	n/a	n/a	91.194
66.172	3.498	Pic2	Picture	4	Pain	2	14.864	n/a	n/a	95.67
69.67	2.006	Blank	Blank	4	Pain	n/a	12.858	n/a	n/a	99.168
84.534	n/a	ConfirmRating	Rate	4	Pain	2	n/a	12.341	4	114.033
84.557	4.426	ITI	Fixation+	5	No_Pain	n/a	9.647	n/a	n/a	114.056
89.001	3.498	Pic2	Picture	5	No_Pain	26	6.132	n/a	n/a	118.499
92.499	2.006	Blank	Blank	5	No_Pain	n/a	4.126	n/a	n/a	121.997
98.631	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	3.61	72	128.129
98.649	4.675	ITI	Fixation+	6	Pain	n/a	7.428	n/a	n/a	128.148
103.341	3.498	Pic2	Picture	6	Pain	12	3.913	n/a	n/a	132.84
106.839	2.006	Blank	Blank	6	Pain	n/a	1.907	n/a	n/a	136.338
110.753	n/a	ConfirmRating	Rate	6	Pain	12	n/a	1.391	77	140.251
110.785	4.99	ITI	Fixation+	7	Pain	n/a	10.558	n/a	n/a	140.284
115.792	3.498	Pic2	Picture	7	Pain	3	7.043	n/a	n/a	145.29
119.29	2.006	Blank	Blank	7	Pain	n/a	5.037	n/a	n/a	148.788
126.333	n/a	ConfirmRating	Rate	7	Pain	3	n/a	4.52	89	155.832
126.352	4.377	ITI	Fixation+	8	No_Pain	n/a	7.014	n/a	n/a	155.851
130.746	3.498	Pic2	Picture	8	No_Pain	30	3.499	n/a	n/a	160.244
134.244	2.006	Blank	Blank	8	No_Pain	n/a	1.493	n/a	n/a	163.742
137.743	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	0.976	80	167.242
137.775	5.305	ITI	Fixation+	9	Pain	n/a	11.411	n/a	n/a	167.274
143.097	3.498	Pic2	Picture	9	Pain	4	7.897	n/a	n/a	172.595
146.595	2.006	Blank	Blank	9	Pain	n/a	5.891	n/a	n/a	176.094
154.492	n/a	ConfirmRating	Rate	9	Pain	4	n/a	5.374	80	183.99
154.519	5.106	ITI	Fixation+	10	No_Pain	n/a	6.794	n/a	n/a	184.018
159.642	3.498	Pic2	Picture	10	No_Pain	28	3.279	n/a	n/a	189.141
163.14	2.006	Blank	Blank	10	No_Pain	n/a	1.273	n/a	n/a	192.639
166.42	n/a	ConfirmRating	Rate	10	No_Pain	28	n/a	0.757	70	195.918
166.44	5.355	ITI	Fixation+	11	Pain	n/a	9.554	n/a	n/a	195.938
171.811	3.498	Pic2	Picture	11	Pain	13	6.039	n/a	n/a	201.31
175.309	2.006	Blank	Blank	11	Pain	n/a	4.033	n/a	n/a	204.808
181.348	n/a	ConfirmRating	Rate	11	Pain	13	n/a	3.516	62	210.847
181.377	5.985	ITI	Fixation+	12	No_Pain	n/a	8.605	n/a	n/a	210.876
187.378	3.498	Pic2	Picture	12	No_Pain	32	5.09	n/a	n/a	216.877
190.877	2.006	Blank	Blank	12	No_Pain	n/a	3.084	n/a	n/a	220.375
195.967	n/a	ConfirmRating	Rate	12	No_Pain	32	n/a	2.568	83	225.466
195.999	5.968	ITI	Fixation+	13	Pain	n/a	12.728	n/a	n/a	225.498
201.984	3.498	Pic2	Picture	13	Pain	5	9.213	n/a	n/a	231.483
205.482	2.006	Blank	Blank	13	Pain	n/a	7.207	n/a	n/a	234.981
214.696	n/a	ConfirmRating	Rate	13	Pain	5	n/a	6.691	80	244.194
214.717	4.891	ITI	Fixation+	14	No_Pain	n/a	9.077	n/a	n/a	244.215
219.624	3.498	Pic2	Picture	14	No_Pain	21	5.562	n/a	n/a	249.123
223.122	2.006	Blank	Blank	14	No_Pain	n/a	3.556	n/a	n/a	252.621
228.684	n/a	ConfirmRating	Rate	14	No_Pain	21	n/a	3.04	54	258.183
228.709	5.753	ITI	Fixation+	15	No_Pain	n/a	6.609	n/a	n/a	258.208
234.478	3.498	Pic2	Picture	15	No_Pain	38	3.095	n/a	n/a	263.977
237.977	2.006	Blank	Blank	15	No_Pain	n/a	1.088	n/a	n/a	267.475
241.071	n/a	ConfirmRating	Rate	15	No_Pain	38	n/a	0.572	70	270.57
241.093	4.891	ITI	Fixation+	16	Pain	n/a	10.02	n/a	n/a	270.592
246.001	3.498	Pic2	Picture	16	Pain	16	6.505	n/a	n/a	275.499
249.499	2.006	Blank	Blank	16	Pain	n/a	4.499	n/a	n/a	278.998
256.004	n/a	ConfirmRating	Rate	16	Pain	16	n/a	3.982	76	285.502
256.031	4.112	ITI	Fixation+	17	No_Pain	n/a	9.478	n/a	n/a	285.529
260.159	3.498	Pic2	Picture	17	No_Pain	22	5.963	n/a	n/a	289.658
263.657	2.006	Blank	Blank	17	No_Pain	n/a	3.957	n/a	n/a	293.156
269.62	n/a	ConfirmRating	Rate	17	No_Pain	22	n/a	3.441	81	299.119
269.642	4.824	ITI	Fixation+	18	Pain	n/a	6.512	n/a	n/a	299.141
274.483	3.498	Pic2	Picture	18	Pain	8	2.997	n/a	n/a	303.982
277.981	2.006	Blank	Blank	18	Pain	n/a	0.991	n/a	n/a	307.48
280.978	n/a	ConfirmRating	Rate	18	Pain	8	n/a	0.475	20	310.477
280.998	4.858	ITI	Fixation+	19	Pain	n/a	8.851	n/a	n/a	310.497
285.873	3.498	Pic2	Picture	19	Pain	1	5.337	n/a	n/a	315.371
289.371	2.006	Blank	Blank	19	Pain	n/a	3.331	n/a	n/a	318.869
294.707	n/a	ConfirmRating	Rate	19	Pain	1	n/a	2.814	30	324.206
294.726	15.004	Rest	n/a	19	n/a	n/a	-15.022	n/a	n/a	324.224
309.746	4.311	ITI	Fixation+	20	No_Pain	n/a	7.865	n/a	n/a	339.245
314.073	3.498	Pic2	Picture	20	No_Pain	23	4.351	n/a	n/a	343.572
317.571	2.006	Blank	Blank	20	No_Pain	n/a	2.345	n/a	n/a	347.07
321.922	n/a	ConfirmRating	Rate	20	No_Pain	23	n/a	1.828	53	351.42
321.948	5.753	ITI	Fixation+	21	Pain	n/a	7.755	n/a	n/a	351.446
327.717	3.498	Pic2	Picture	21	Pain	10	4.24	n/a	n/a	357.216
331.215	2.006	Blank	Blank	21	Pain	n/a	2.234	n/a	n/a	360.714
335.455	n/a	ConfirmRating	Rate	21	Pain	10	n/a	1.718	0	364.954
335.476	4.891	ITI	Fixation+	22	No_Pain	n/a	7.973	n/a	n/a	364.975
340.383	3.498	Pic2	Picture	22	No_Pain	36	4.458	n/a	n/a	369.882
343.881	2.006	Blank	Blank	22	No_Pain	n/a	2.452	n/a	n/a	373.38
348.339	n/a	ConfirmRating	Rate	22	No_Pain	36	n/a	1.935	86	377.838
348.358	5.885	ITI	Fixation+	23	Pain	n/a	7.05	n/a	n/a	377.856
354.26	3.498	Pic2	Picture	23	Pain	11	3.535	n/a	n/a	383.758
357.758	2.006	Blank	Blank	23	Pain	n/a	1.529	n/a	n/a	387.256
361.293	n/a	ConfirmRating	Rate	23	Pain	11	n/a	1.012	82	390.792
361.322	5.604	ITI	Fixation+	24	Pain	n/a	12.078	n/a	n/a	390.821
366.942	3.498	Pic2	Picture	24	Pain	17	8.563	n/a	n/a	396.441
370.44	2.006	Blank	Blank	24	Pain	n/a	6.557	n/a	n/a	399.939
379.004	n/a	ConfirmRating	Rate	24	Pain	17	n/a	6.041	83	408.502
379.028	5.487	ITI	Fixation+	25	No_Pain	n/a	7.6	n/a	n/a	408.527
384.532	3.498	Pic2	Picture	25	No_Pain	31	4.085	n/a	n/a	414.031
388.03	2.006	Blank	Blank	25	No_Pain	n/a	2.079	n/a	n/a	417.529
392.115	n/a	ConfirmRating	Rate	25	No_Pain	31	n/a	1.563	71	421.614
392.142	5.985	ITI	Fixation+	26	Pain	n/a	7.459	n/a	n/a	421.641
398.143	3.498	Pic2	Picture	26	Pain	18	3.944	n/a	n/a	427.642
401.642	2.006	Blank	Blank	26	Pain	n/a	1.939	n/a	n/a	431.14
405.586	n/a	ConfirmRating	Rate	26	Pain	18	n/a	1.422	85	435.085
405.604	4.692	ITI	Fixation+	27	No_Pain	n/a	6.524	n/a	n/a	435.103
410.312	3.498	Pic2	Picture	27	No_Pain	33	3.01	n/a	n/a	439.811
413.81	2.006	Blank	Blank	27	No_Pain	n/a	1.004	n/a	n/a	443.309
416.82	n/a	ConfirmRating	Rate	27	No_Pain	33	n/a	0.487	86	446.319
416.844	4.476	ITI	Fixation+	28	No_Pain	n/a	8.687	n/a	n/a	446.343
421.337	3.498	Pic2	Picture	28	No_Pain	40	5.173	n/a	n/a	450.836
424.835	2.006	Blank	Blank	28	No_Pain	n/a	3.167	n/a	n/a	454.334
430.008	n/a	ConfirmRating	Rate	28	No_Pain	40	n/a	2.65	44	459.506
430.024	4.692	ITI	Fixation+	29	Pain	n/a	6.903	n/a	n/a	459.523
434.733	3.498	Pic2	Picture	29	Pain	20	3.389	n/a	n/a	464.231
438.231	2.006	Blank	Blank	29	Pain	n/a	1.383	n/a	n/a	467.729
441.619	n/a	ConfirmRating	Rate	29	Pain	20	n/a	0.866	7	471.118
441.646	5.869	ITI	Fixation+	30	No_Pain	n/a	9.71	n/a	n/a	471.145
447.531	3.498	Pic2	Picture	30	No_Pain	27	6.196	n/a	n/a	477.03
451.029	2.006	Blank	Blank	30	No_Pain	n/a	4.19	n/a	n/a	480.528
457.225	n/a	ConfirmRating	Rate	30	No_Pain	27	n/a	3.673	90	486.724
457.246	5.952	ITI	Fixation+	31	Pain	n/a	12.381	n/a	n/a	486.745
463.215	3.498	Pic2	Picture	31	Pain	14	8.866	n/a	n/a	492.714
466.713	2.006	Blank	Blank	31	Pain	n/a	6.86	n/a	n/a	496.212
475.579	n/a	ConfirmRating	Rate	31	Pain	14	n/a	6.343	89	505.077
475.599	5.023	ITI	Fixation+	32	Pain	n/a	7.698	n/a	n/a	505.098
480.639	3.498	Pic2	Picture	32	Pain	9	4.183	n/a	n/a	510.138
484.137	2.006	Blank	Blank	32	Pain	n/a	2.177	n/a	n/a	513.636
488.321	n/a	ConfirmRating	Rate	32	Pain	9	n/a	1.661	42	517.819
488.348	5.786	ITI	Fixation+	33	No_Pain	n/a	8.641	n/a	n/a	517.847
494.151	3.498	Pic2	Picture	33	No_Pain	39	5.126	n/a	n/a	523.649
497.649	2.006	Blank	Blank	33	No_Pain	n/a	3.121	n/a	n/a	527.147
502.775	n/a	ConfirmRating	Rate	33	No_Pain	39	n/a	2.603	87	532.274
502.805	5.239	ITI	Fixation+	34	No_Pain	n/a	11.315	n/a	n/a	532.303
508.06	3.498	Pic2	Picture	34	No_Pain	29	7.801	n/a	n/a	537.559
511.558	2.006	Blank	Blank	34	No_Pain	n/a	5.795	n/a	n/a	541.057
519.359	n/a	ConfirmRating	Rate	34	No_Pain	29	n/a	5.278	61	548.858
519.383	5.686	ITI	Fixation+	35	Pain	n/a	8.765	n/a	n/a	548.882
525.087	3.498	Pic2	Picture	35	Pain	6	5.25	n/a	n/a	554.585
528.585	2.006	Blank	Blank	35	Pain	n/a	3.244	n/a	n/a	558.083
533.835	n/a	ConfirmRating	Rate	35	Pain	6	n/a	2.728	34	563.333
533.857	5.919	ITI	Fixation+	36	No_Pain	n/a	6.899	n/a	n/a	563.355
539.792	3.498	Pic2	Picture	36	No_Pain	35	3.385	n/a	n/a	569.29
543.29	2.006	Blank	Blank	36	No_Pain	n/a	1.379	n/a	n/a	572.789
546.674	n/a	ConfirmRating	Rate	36	No_Pain	35	n/a	0.862	95	576.173
546.705	4.543	ITI	Fixation+	37	No_Pain	n/a	6.396	n/a	n/a	576.204
551.264	3.498	Pic2	Picture	37	No_Pain	34	2.881	n/a	n/a	580.763
554.762	2.006	Blank	Blank	37	No_Pain	n/a	0.875	n/a	n/a	584.261
557.643	n/a	ConfirmRating	Rate	37	No_Pain	34	n/a	0.358	89	587.142
557.664	4.277	ITI	Fixation+	38	Pain	n/a	8.765	n/a	n/a	587.162
561.957	3.498	Pic2	Picture	38	Pain	15	5.25	n/a	n/a	591.456
565.456	2.006	Blank	Blank	38	Pain	n/a	3.244	n/a	n/a	594.954
570.706	n/a	ConfirmRating	Rate	38	Pain	15	n/a	2.728	40	600.205
570.728	4.576	ITI	Fixation+	39	Pain	n/a	8.29	n/a	n/a	600.226
575.32	3.498	Pic2	Picture	39	Pain	7	4.776	n/a	n/a	604.819
578.818	2.006	Blank	Blank	39	Pain	n/a	2.77	n/a	n/a	608.317
583.594	n/a	ConfirmRating	Rate	39	Pain	7	n/a	2.253	80	613.092
