onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.014	4.377	ITI	Fixation+	0	Pain	n/a	8.131	n/a	n/a	38.789
4.407	3.498	Pic2	Picture	0	Pain	7	4.616	n/a	n/a	43.182
7.905	2.006	Blank	Blank	0	Pain	n/a	2.61	n/a	n/a	46.681
12.521	n/a	ConfirmRating	Rate	0	Pain	7	n/a	2.093	60	51.296
12.547	5.886	ITI	Fixation+	1	Pain	n/a	7.871	n/a	n/a	51.322
18.449	3.498	Pic2	Picture	1	Pain	15	4.357	n/a	n/a	57.224
21.947	2.006	Blank	Blank	1	Pain	n/a	2.35	n/a	n/a	60.723
26.304	n/a	ConfirmRating	Rate	1	Pain	15	n/a	1.834	47	65.079
26.324	5.289	ITI	Fixation+	2	No_Pain	n/a	6.875	n/a	n/a	65.1
31.629	3.498	Pic2	Picture	2	No_Pain	34	3.36	n/a	n/a	70.405
35.127	2.006	Blank	Blank	2	No_Pain	n/a	1.354	n/a	n/a	73.903
38.488	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	0.838	10	77.263
38.509	4.211	ITI	Fixation+	3	No_Pain	n/a	7.928	n/a	n/a	77.285
42.737	3.498	Pic2	Picture	3	No_Pain	35	4.413	n/a	n/a	81.512
46.235	2.006	Blank	Blank	3	No_Pain	n/a	2.407	n/a	n/a	85.011
50.648	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	1.89	2	89.424
50.678	5.769	ITI	Fixation+	4	Pain	n/a	7.221	n/a	n/a	89.454
56.464	3.498	Pic2	Picture	4	Pain	6	3.707	n/a	n/a	95.24
59.962	2.006	Blank	Blank	4	Pain	n/a	1.701	n/a	n/a	98.738
63.669	n/a	ConfirmRating	Rate	4	Pain	6	n/a	1.184	57	102.445
63.693	4.509	ITI	Fixation+	5	No_Pain	n/a	8.125	n/a	n/a	102.468
68.219	3.498	Pic2	Picture	5	No_Pain	29	4.61	n/a	n/a	106.994
71.717	2.006	Blank	Blank	5	No_Pain	n/a	2.604	n/a	n/a	110.492
76.327	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	2.088	15	115.102
76.359	4.029	ITI	Fixation+	6	No_Pain	n/a	7.359	n/a	n/a	115.134
80.404	3.498	Pic2	Picture	6	No_Pain	39	3.844	n/a	n/a	119.179
83.902	2.006	Blank	Blank	6	No_Pain	n/a	1.838	n/a	n/a	122.677
87.746	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	1.321	7	126.521
87.765	4.045	ITI	Fixation+	7	Pain	n/a	9.987	n/a	n/a	126.54
91.827	3.498	Pic2	Picture	7	Pain	9	6.472	n/a	n/a	130.602
95.325	2.006	Blank	Blank	7	Pain	n/a	4.466	n/a	n/a	134.1
101.797	n/a	ConfirmRating	Rate	7	Pain	9	n/a	3.95	39	140.572
101.824	6.002	ITI	Fixation+	8	Pain	n/a	9.11	n/a	n/a	140.599
107.842	3.498	Pic2	Picture	8	Pain	14	5.596	n/a	n/a	146.617
111.34	2.006	Blank	Blank	8	Pain	n/a	3.59	n/a	n/a	150.115
116.935	n/a	ConfirmRating	Rate	8	Pain	14	n/a	3.072	50	155.711
116.96	4.112	ITI	Fixation+	9	No_Pain	n/a	9.584	n/a	n/a	155.736
121.088	3.498	Pic2	Picture	9	No_Pain	27	6.069	n/a	n/a	159.864
124.586	2.006	Blank	Blank	9	No_Pain	n/a	4.063	n/a	n/a	163.362
130.655	n/a	ConfirmRating	Rate	9	No_Pain	27	n/a	3.546	0	169.431
130.687	4.31	ITI	Fixation+	10	Pain	n/a	9.097	n/a	n/a	169.463
135.014	3.498	Pic2	Picture	10	Pain	20	5.582	n/a	n/a	173.79
138.513	2.006	Blank	Blank	10	Pain	n/a	3.576	n/a	n/a	177.288
144.095	n/a	ConfirmRating	Rate	10	Pain	20	n/a	3.06	38	182.87
144.116	5.819	ITI	Fixation+	11	No_Pain	n/a	8.708	n/a	n/a	182.892
149.952	3.498	Pic2	Picture	11	No_Pain	40	5.193	n/a	n/a	188.727
153.45	2.006	Blank	Blank	11	No_Pain	n/a	3.187	n/a	n/a	192.225
158.643	n/a	ConfirmRating	Rate	11	No_Pain	40	n/a	2.67	6	197.418
