onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.016	120.014	Fixation+	n/a	n/a	40.596
127.801	n/a	Response	7.771	5	168.381
127.822	120.014	Fixation+	n/a	n/a	168.402
292.489	n/a	Response	44.653	6	333.07
292.516	120.014	Fixation+	n/a	n/a	333.096
423.437	n/a	Response	10.907	7	464.018
423.455	120.014	Fixation+	n/a	n/a	464.036
562.976	n/a	Response	19.507	7	603.557
