onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.008	120.013	Fixation+	n/a	n/a	41.425
123.09	n/a	Response	3.068	5	164.506
123.122	120.013	Fixation+	n/a	n/a	164.539
246.378	n/a	Response	3.243	6	287.795
246.401	120.013	Fixation+	n/a	n/a	287.818
368.406	n/a	Response	1.991	7	409.823
368.438	120.013	Fixation+	n/a	n/a	409.854
489.957	n/a	Response	1.506	7	531.374
