onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.005	120.013	Fixation+	n/a	n/a	42.618
123.609	n/a	Response	3.591	5	166.222
123.632	120.013	Fixation+	n/a	n/a	166.246
245.623	n/a	Response	1.978	6	288.237
245.651	120.013	Fixation+	n/a	n/a	288.265
368.039	n/a	Response	2.375	7	410.653
368.068	120.013	Fixation+	n/a	n/a	410.682
490.215	n/a	Response	2.134	7	532.828
