onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.012	120.014	Fixation+	n/a	n/a	40.248
133.436	n/a	Response	13.411	5	173.672
133.454	120.014	Fixation+	n/a	n/a	173.69
263.873	n/a	Response	10.405	6	304.109
263.896	120.013	Fixation+	n/a	n/a	304.132
393.83	n/a	Response	9.921	7	434.067
393.856	120.013	Fixation+	n/a	n/a	434.092
530.69	n/a	Response	16.82	7	570.926
