onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.003	120.014	Fixation+	n/a	n/a	83.602
125.841	n/a	Response	5.824	5	209.44
125.869	120.014	Fixation+	n/a	n/a	209.468
250.179	n/a	Response	4.296	6	333.778
250.21	120.014	Fixation+	n/a	n/a	333.809
371.974	n/a	Response	1.75	7	455.573
371.998	120.014	Fixation+	n/a	n/a	455.597
493.419	n/a	Response	1.407	7	577.017
