onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.012	5.222	ITI	Fixation+	0	Pain	n/a	10.356	n/a	n/a	30.914
5.251	3.498	Pic2	Picture	0	Pain	7	6.841	n/a	n/a	36.153
8.749	2.006	Blank	Blank	0	Pain	n/a	4.835	n/a	n/a	39.651
15.59	n/a	ConfirmRating	Rate	0	Pain	7	n/a	4.319	1	46.492
15.613	4.592	ITI	Fixation+	1	Pain	n/a	9.828	n/a	n/a	46.515
20.222	3.498	Pic2	Picture	1	Pain	15	6.313	n/a	n/a	51.124
23.72	2.006	Blank	Blank	1	Pain	n/a	4.307	n/a	n/a	54.622
30.033	n/a	ConfirmRating	Rate	1	Pain	15	n/a	3.791	5	60.935
30.053	5.007	ITI	Fixation+	2	No_Pain	n/a	8.045	n/a	n/a	60.955
35.076	3.498	Pic2	Picture	2	No_Pain	34	4.531	n/a	n/a	65.979
38.574	2.006	Blank	Blank	2	No_Pain	n/a	2.525	n/a	n/a	69.477
43.105	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	2.008	0	74.007
43.134	5.554	ITI	Fixation+	3	No_Pain	n/a	7.333	n/a	n/a	74.036
48.704	3.498	Pic2	Picture	3	No_Pain	35	3.819	n/a	n/a	79.606
52.202	2.006	Blank	Blank	3	No_Pain	n/a	1.813	n/a	n/a	83.105
56.021	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	1.296	0	86.923
56.049	4.476	ITI	Fixation+	4	Pain	n/a	9.44	n/a	n/a	86.951
60.541	3.498	Pic2	Picture	4	Pain	6	5.925	n/a	n/a	91.444
64.04	2.006	Blank	Blank	4	Pain	n/a	3.919	n/a	n/a	94.942
69.965	n/a	ConfirmRating	Rate	4	Pain	6	n/a	3.402	10	100.867
69.991	5.736	ITI	Fixation+	5	No_Pain	n/a	9.502	n/a	n/a	100.894
75.744	3.498	Pic2	Picture	5	No_Pain	29	5.987	n/a	n/a	106.647
79.242	2.006	Blank	Blank	5	No_Pain	n/a	3.981	n/a	n/a	110.145
85.23	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	3.464	0	116.132
85.261	5.189	ITI	Fixation+	6	No_Pain	n/a	7.557	n/a	n/a	116.163
90.466	3.498	Pic2	Picture	6	No_Pain	39	4.042	n/a	n/a	121.369
93.964	2.006	Blank	Blank	6	No_Pain	n/a	2.036	n/a	n/a	124.867
98.006	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	1.519	0	128.909
98.026	5.255	ITI	Fixation+	7	Pain	n/a	9.25	n/a	n/a	128.929
103.298	3.498	Pic2	Picture	7	Pain	9	5.736	n/a	n/a	134.201
106.797	2.006	Blank	Blank	7	Pain	n/a	3.73	n/a	n/a	137.699
112.532	n/a	ConfirmRating	Rate	7	Pain	9	n/a	3.213	0	143.434
112.549	5.869	ITI	Fixation+	8	Pain	n/a	9.001	n/a	n/a	143.452
118.435	3.498	Pic2	Picture	8	Pain	14	5.486	n/a	n/a	149.337
121.933	2.006	Blank	Blank	8	Pain	n/a	3.48	n/a	n/a	152.835
127.419	n/a	ConfirmRating	Rate	8	Pain	14	n/a	2.964	1	158.321
127.437	4.493	ITI	Fixation+	9	No_Pain	n/a	8.018	n/a	n/a	158.339
131.947	3.498	Pic2	Picture	9	No_Pain	27	4.503	n/a	n/a	162.849
135.445	2.006	Blank	Blank	9	No_Pain	n/a	2.497	n/a	n/a	166.347
139.948	n/a	ConfirmRating	Rate	9	No_Pain	27	n/a	1.981	0	170.85
139.971	4.261	ITI	Fixation+	10	Pain	n/a	8.846	n/a	n/a	170.873
144.248	3.498	Pic2	Picture	10	Pain	20	5.331	n/a	n/a	175.15
147.746	2.006	Blank	Blank	10	Pain	n/a	3.325	n/a	n/a	178.649
153.078	n/a	ConfirmRating	Rate	10	Pain	20	n/a	2.809	13	183.98
153.101	4.228	ITI	Fixation+	11	No_Pain	n/a	8.761	n/a	n/a	184.004
157.346	3.498	Pic2	Picture	11	No_Pain	40	5.246	n/a	n/a	188.248
160.844	2.006	Blank	Blank	11	No_Pain	n/a	3.24	n/a	n/a	191.746
