onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.01	120.014	Fixation+	n/a	n/a	47.112
130.204	n/a	Response	10.179	5	177.306
130.22	120.014	Fixation+	n/a	n/a	177.322
254.563	n/a	Response	4.328	6	301.664
254.595	120.014	Fixation+	n/a	n/a	301.697
382.117	n/a	Response	7.507	7	429.219
382.137	120.014	Fixation+	n/a	n/a	429.238
507.784	n/a	Response	5.633	7	554.886
