onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.018	5.985	ITI	Fixation+	0	No_Pain	n/a	8.694	n/a	n/a	29.289
6.019	3.498	Pic2	Picture	0	No_Pain	24	5.18	n/a	n/a	35.291
9.518	2.006	Blank	Blank	0	No_Pain	n/a	3.174	n/a	n/a	38.789
14.697	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	2.657	0	43.969
14.723	4.609	ITI	Fixation+	1	No_Pain	n/a	7.674	n/a	n/a	43.995
19.349	3.498	Pic2	Picture	1	No_Pain	25	4.159	n/a	n/a	48.62
22.847	2.006	Blank	Blank	1	No_Pain	n/a	2.153	n/a	n/a	52.118
27.006	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	1.636	0	56.278
27.025	5.537	ITI	Fixation+	2	Pain	n/a	6.706	n/a	n/a	56.296
32.579	3.498	Pic2	Picture	2	Pain	19	3.191	n/a	n/a	61.85
36.077	2.006	Blank	Blank	2	Pain	n/a	1.185	n/a	n/a	65.348
39.268	n/a	ConfirmRating	Rate	2	Pain	19	n/a	0.668	0	68.54
39.293	5.703	ITI	Fixation+	3	No_Pain	n/a	7.85	n/a	n/a	68.565
45.013	3.498	Pic2	Picture	3	No_Pain	37	4.335	n/a	n/a	74.284
48.511	2.006	Blank	Blank	3	No_Pain	n/a	2.329	n/a	n/a	77.782
52.846	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	1.812	0	82.118
52.871	5.902	ITI	Fixation+	4	Pain	n/a	6.729	n/a	n/a	82.143
58.79	3.498	Pic2	Picture	4	Pain	2	3.214	n/a	n/a	88.061
62.288	2.006	Blank	Blank	4	Pain	n/a	1.208	n/a	n/a	91.559
65.502	n/a	ConfirmRating	Rate	4	Pain	2	n/a	0.691	0	94.773
65.521	4.576	ITI	Fixation+	5	No_Pain	n/a	8.161	n/a	n/a	94.792
70.113	3.498	Pic2	Picture	5	No_Pain	26	4.646	n/a	n/a	99.385
73.611	2.006	Blank	Blank	5	No_Pain	n/a	2.64	n/a	n/a	102.883
78.258	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	2.124	0	107.529
78.287	4.625	ITI	Fixation+	6	Pain	n/a	6.471	n/a	n/a	107.558
82.929	3.498	Pic2	Picture	6	Pain	12	2.956	n/a	n/a	112.2
86.427	2.006	Blank	Blank	6	Pain	n/a	0.95	n/a	n/a	115.698
89.383	n/a	ConfirmRating	Rate	6	Pain	12	n/a	0.434	0	118.654
89.411	5.255	ITI	Fixation+	7	Pain	n/a	6.382	n/a	n/a	118.683
94.683	3.498	Pic2	Picture	7	Pain	3	2.867	n/a	n/a	123.955
98.181	2.006	Blank	Blank	7	Pain	n/a	0.861	n/a	n/a	127.453
101.048	n/a	ConfirmRating	Rate	7	Pain	3	n/a	0.345	0	130.32
101.066	5.819	ITI	Fixation+	8	No_Pain	n/a	7.707	n/a	n/a	130.337
106.902	3.498	Pic2	Picture	8	No_Pain	30	4.193	n/a	n/a	136.173
110.4	2.006	Blank	Blank	8	No_Pain	n/a	2.187	n/a	n/a	139.671
114.592	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	1.67	0	143.864
114.611	5.886	ITI	Fixation+	9	Pain	n/a	7.754	n/a	n/a	143.882
120.513	3.498	Pic2	Picture	9	Pain	4	4.239	n/a	n/a	149.784
124.011	2.006	Blank	Blank	9	Pain	n/a	2.233	n/a	n/a	153.282
128.25	n/a	ConfirmRating	Rate	9	Pain	4	n/a	1.716	0	157.522
128.272	5.322	ITI	Fixation+	10	No_Pain	n/a	8.586	n/a	n/a	157.543
133.61	3.498	Pic2	Picture	10	No_Pain	28	5.071	n/a	n/a	162.882
137.108	2.006	Blank	Blank	10	No_Pain	n/a	3.065	n/a	n/a	166.38
142.179	n/a	ConfirmRating	Rate	10	No_Pain	28	n/a	2.548	0	171.451
142.198	4.742	ITI	Fixation+	11	Pain	n/a	7.727	n/a	n/a	171.47
146.956	3.498	Pic2	Picture	11	Pain	13	4.213	n/a	n/a	176.228
150.454	2.006	Blank	Blank	11	Pain	n/a	2.207	n/a	n/a	179.726
154.667	n/a	ConfirmRating	Rate	11	Pain	13	n/a	1.69	0	183.939
154.698	4.725	ITI	Fixation+	12	No_Pain	n/a	8.714	n/a	n/a	183.97
159.44	3.498	Pic2	Picture	12	No_Pain	32	5.2	n/a	n/a	188.711
162.938	2.006	Blank	Blank	12	No_Pain	n/a	3.194	n/a	n/a	192.21
168.138	n/a	ConfirmRating	Rate	12	No_Pain	32	n/a	2.677	0	197.409
168.16	4.36	ITI	Fixation+	13	Pain	n/a	7.38	n/a	n/a	197.432
172.537	3.498	Pic2	Picture	13	Pain	5	3.865	n/a	n/a	201.809
176.035	2.006	Blank	Blank	13	Pain	n/a	1.859	n/a	n/a	205.307
179.901	n/a	ConfirmRating	Rate	13	Pain	5	n/a	1.343	0	209.172
179.931	5.67	ITI	Fixation+	14	No_Pain	n/a	6.546	n/a	n/a	209.203
185.618	3.498	Pic2	Picture	14	No_Pain	21	3.032	n/a	n/a	214.889
189.116	2.006	Blank	Blank	14	No_Pain	n/a	1.025	n/a	n/a	218.387
192.148	n/a	ConfirmRating	Rate	14	No_Pain	21	n/a	0.509	0	221.419
192.167	5.554	ITI	Fixation+	15	No_Pain	n/a	7.453	n/a	n/a	221.438
197.737	3.498	Pic2	Picture	15	No_Pain	38	3.938	n/a	n/a	227.008
201.235	2.006	Blank	Blank	15	No_Pain	n/a	1.932	n/a	n/a	230.507
205.173	n/a	ConfirmRating	Rate	15	No_Pain	38	n/a	1.416	0	234.445
205.197	5.952	ITI	Fixation+	16	Pain	n/a	7.255	n/a	n/a	234.469
211.166	3.498	Pic2	Picture	16	Pain	16	3.74	n/a	n/a	240.437
214.664	2.006	Blank	Blank	16	Pain	n/a	1.734	n/a	n/a	243.935
218.404	n/a	ConfirmRating	Rate	16	Pain	16	n/a	1.217	1	247.676
218.427	5.836	ITI	Fixation+	17	No_Pain	n/a	7.283	n/a	n/a	247.699
224.28	3.498	Pic2	Picture	17	No_Pain	22	3.768	n/a	n/a	253.551
227.778	2.006	Blank	Blank	17	No_Pain	n/a	1.762	n/a	n/a	257.049
231.546	n/a	ConfirmRating	Rate	17	No_Pain	22	n/a	1.256	0	260.818
231.574	5.239	ITI	Fixation+	18	Pain	n/a	7.819	n/a	n/a	260.846
236.83	3.498	Pic2	Picture	18	Pain	8	4.304	n/a	n/a	266.101
240.328	2.006	Blank	Blank	18	Pain	n/a	2.298	n/a	n/a	269.599
244.632	n/a	ConfirmRating	Rate	18	Pain	8	n/a	1.781	0	273.904
244.655	5.604	ITI	Fixation+	19	Pain	n/a	6.689	n/a	n/a	273.927
