onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.005	120.015	Fixation+	n/a	n/a	62.05
125.859	n/a	Response	5.84	5	187.904
125.888	120.015	Fixation+	n/a	n/a	187.933
252.291	n/a	Response	6.388	6	314.336
252.319	120.015	Fixation+	n/a	n/a	314.364
377.323	n/a	Response	4.99	7	439.368
377.34	120.015	Fixation+	n/a	n/a	439.385
500.66	n/a	Response	3.305	7	562.704
