onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.003	120.013	Fixation+	n/a	n/a	57.639
124.648	n/a	Response	4.631	5	182.283
124.675	120.013	Fixation+	n/a	n/a	182.311
248.486	n/a	Response	3.797	6	306.121
248.518	120.013	Fixation+	n/a	n/a	306.154
371.88	n/a	Response	3.349	7	429.516
371.913	120.013	Fixation+	n/a	n/a	429.549
495.837	n/a	Response	3.911	7	553.473
