onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.015	120.014	Fixation+	n/a	n/a	44.326
124.358	n/a	Response	4.329	5	168.669
124.389	120.014	Fixation+	n/a	n/a	168.7
249.559	n/a	Response	5.156	6	293.87
249.575	120.014	Fixation+	n/a	n/a	293.886
373.346	n/a	Response	3.757	7	417.657
373.369	120.014	Fixation+	n/a	n/a	417.68
499.61	n/a	Response	6.227	7	543.921
