onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.011	120.013	Fixation+	n/a	n/a	47.46
122.313	n/a	Response	2.289	5	169.763
122.345	120.013	Fixation+	n/a	n/a	169.794
244.526	n/a	Response	2.168	6	291.975
244.547	120.013	Fixation+	n/a	n/a	291.996
366.687	n/a	Response	2.127	7	414.136
366.716	120.013	Fixation+	n/a	n/a	414.165
489.637	n/a	Response	2.908	7	537.086
