onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.016	120.013	Fixation+	n/a	n/a	44.658
129.651	n/a	Response	9.622	5	174.293
129.678	120.013	Fixation+	n/a	n/a	174.32
259.303	n/a	Response	9.612	6	303.945
259.324	120.013	Fixation+	n/a	n/a	303.965
386.236	n/a	Response	6.899	7	430.877
386.266	120.013	Fixation+	n/a	n/a	430.908
514.843	n/a	Response	8.563	7	559.484
