onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.003	120.014	Fixation+	n/a	n/a	46.183
124.983	n/a	Response	4.966	5	171.163
125.007	120.014	Fixation+	n/a	n/a	171.187
250.265	n/a	Response	5.244	6	296.445
250.293	120.014	Fixation+	n/a	n/a	296.473
373.286	n/a	Response	2.98	7	419.466
373.307	120.014	Fixation+	n/a	n/a	419.487
504.446	n/a	Response	11.125	7	550.626
