onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.018	120.014	Fixation+	n/a	n/a	46.83
127.718	n/a	Response	7.686	5	174.53
127.741	120.014	Fixation+	n/a	n/a	174.554
253.897	n/a	Response	6.141	6	300.709
253.923	120.014	Fixation+	n/a	n/a	300.735
379.286	n/a	Response	5.348	7	426.098
379.309	120.014	Fixation+	n/a	n/a	426.121
507.193	n/a	Response	7.87	7	554.005
