onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.01	120.014	Fixation+	n/a	n/a	46.581
128.428	n/a	Response	8.404	5	174.999
128.446	120.014	Fixation+	n/a	n/a	175.017
260.062	n/a	Response	11.603	6	306.634
260.082	120.014	Fixation+	n/a	n/a	306.653
392.709	n/a	Response	12.613	7	439.281
392.729	120.014	Fixation+	n/a	n/a	439.3
520.256	n/a	Response	7.513	7	566.827
