onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.011	5.753	ITI	Fixation+	0	No_Pain	n/a	8.924	n/a	n/a	29.19
5.78	3.498	Pic2	Picture	0	No_Pain	24	5.41	n/a	n/a	34.959
9.278	2.006	Blank	Blank	0	No_Pain	n/a	3.404	n/a	n/a	38.457
14.688	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	2.888	100	43.867
14.716	5.421	ITI	Fixation+	1	No_Pain	n/a	10.969	n/a	n/a	43.895
20.154	3.498	Pic2	Picture	1	No_Pain	25	7.454	n/a	n/a	49.333
23.652	2.006	Blank	Blank	1	No_Pain	n/a	5.448	n/a	n/a	52.831
31.106	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	4.931	20	60.285
31.129	5.786	ITI	Fixation+	2	Pain	n/a	13.484	n/a	n/a	60.308
36.931	3.498	Pic2	Picture	2	Pain	19	9.97	n/a	n/a	66.11
40.43	2.006	Blank	Blank	2	Pain	n/a	7.964	n/a	n/a	69.609
50.399	n/a	ConfirmRating	Rate	2	Pain	19	n/a	7.447	15	79.578
50.427	4.344	ITI	Fixation+	3	No_Pain	n/a	10.996	n/a	n/a	79.606
54.787	3.498	Pic2	Picture	3	No_Pain	37	7.481	n/a	n/a	83.966
58.285	2.006	Blank	Blank	3	No_Pain	n/a	5.475	n/a	n/a	87.464
65.766	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	4.958	18	94.945
65.795	5.139	ITI	Fixation+	4	Pain	n/a	11.508	n/a	n/a	94.974
70.951	3.498	Pic2	Picture	4	Pain	2	7.994	n/a	n/a	100.13
74.449	2.006	Blank	Blank	4	Pain	n/a	5.988	n/a	n/a	103.628
82.443	n/a	ConfirmRating	Rate	4	Pain	2	n/a	5.471	11	111.622
82.473	5.587	ITI	Fixation+	5	No_Pain	n/a	7.908	n/a	n/a	111.652
88.077	3.498	Pic2	Picture	5	No_Pain	26	4.394	n/a	n/a	117.256
91.575	2.006	Blank	Blank	5	No_Pain	n/a	2.388	n/a	n/a	120.754
95.968	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	1.871	0	125.147
96.001	4.576	ITI	Fixation+	6	Pain	n/a	6.914	n/a	n/a	125.18
100.594	3.498	Pic2	Picture	6	Pain	12	3.399	n/a	n/a	129.773
104.092	2.006	Blank	Blank	6	Pain	n/a	1.393	n/a	n/a	133.271
107.491	n/a	ConfirmRating	Rate	6	Pain	12	n/a	0.877	0	136.67
107.523	4.791	ITI	Fixation+	7	Pain	n/a	8.384	n/a	n/a	136.702
112.331	3.498	Pic2	Picture	7	Pain	3	4.869	n/a	n/a	141.51
115.829	2.006	Blank	Blank	7	Pain	n/a	2.863	n/a	n/a	145.008
120.699	n/a	ConfirmRating	Rate	7	Pain	3	n/a	2.347	11	149.878
120.72	5.836	ITI	Fixation+	8	No_Pain	n/a	7.927	n/a	n/a	149.899
126.572	3.498	Pic2	Picture	8	No_Pain	30	4.412	n/a	n/a	155.751
130.07	2.006	Blank	Blank	8	No_Pain	n/a	2.406	n/a	n/a	159.249
134.482	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	1.889	2	163.661
134.513	4.377	ITI	Fixation+	9	Pain	n/a	8.758	n/a	n/a	163.692
138.907	3.498	Pic2	Picture	9	Pain	4	5.243	n/a	n/a	168.086
142.405	2.006	Blank	Blank	9	Pain	n/a	3.237	n/a	n/a	171.584
147.648	n/a	ConfirmRating	Rate	9	Pain	4	n/a	2.721	11	176.827
147.677	4.808	ITI	Fixation+	10	No_Pain	n/a	8.333	n/a	n/a	176.856
152.501	3.498	Pic2	Picture	10	No_Pain	28	4.818	n/a	n/a	181.68
156.0	2.006	Blank	Blank	10	No_Pain	n/a	2.812	n/a	n/a	185.179
160.818	n/a	ConfirmRating	Rate	10	No_Pain	28	n/a	2.295	0	189.997
160.84	4.311	ITI	Fixation+	11	Pain	n/a	7.773	n/a	n/a	190.019
165.167	3.498	Pic2	Picture	11	Pain	13	4.258	n/a	n/a	194.346
168.666	2.006	Blank	Blank	11	Pain	n/a	2.252	n/a	n/a	197.845
172.924	n/a	ConfirmRating	Rate	11	Pain	13	n/a	1.735	0	202.103
172.943	5.935	ITI	Fixation+	12	No_Pain	n/a	7.872	n/a	n/a	202.122
178.895	3.498	Pic2	Picture	12	No_Pain	32	4.358	n/a	n/a	208.074
182.393	2.006	Blank	Blank	12	No_Pain	n/a	2.352	n/a	n/a	211.572
186.75	n/a	ConfirmRating	Rate	12	No_Pain	32	n/a	1.835	0	215.929
186.769	4.99	ITI	Fixation+	13	Pain	n/a	7.51	n/a	n/a	215.948
191.776	3.498	Pic2	Picture	13	Pain	5	3.996	n/a	n/a	220.955
195.274	2.006	Blank	Blank	13	Pain	n/a	1.99	n/a	n/a	224.453
199.27	n/a	ConfirmRating	Rate	13	Pain	5	n/a	1.472	0	228.449
199.303	5.454	ITI	Fixation+	14	No_Pain	n/a	7.06	n/a	n/a	228.482
204.774	3.498	Pic2	Picture	14	No_Pain	21	3.546	n/a	n/a	233.953
208.272	2.006	Blank	Blank	14	No_Pain	n/a	1.54	n/a	n/a	237.451
211.818	n/a	ConfirmRating	Rate	14	No_Pain	21	n/a	1.023	0	240.997
211.837	5.189	ITI	Fixation+	15	No_Pain	n/a	7.337	n/a	n/a	241.016
217.042	3.498	Pic2	Picture	15	No_Pain	38	3.822	n/a	n/a	246.221
220.54	2.006	Blank	Blank	15	No_Pain	n/a	1.816	n/a	n/a	249.719
224.362	n/a	ConfirmRating	Rate	15	No_Pain	38	n/a	1.3	0	253.541
224.386	4.509	ITI	Fixation+	16	Pain	n/a	7.204	n/a	n/a	253.565
228.912	3.498	Pic2	Picture	16	Pain	16	3.69	n/a	n/a	258.091
232.411	2.006	Blank	Blank	16	Pain	n/a	1.684	n/a	n/a	261.59
236.1	n/a	ConfirmRating	Rate	16	Pain	16	n/a	1.167	0	265.279
236.124	5.885	ITI	Fixation+	17	No_Pain	n/a	6.664	n/a	n/a	265.303
242.026	3.498	Pic2	Picture	17	No_Pain	22	3.15	n/a	n/a	271.205
245.524	2.006	Blank	Blank	17	No_Pain	n/a	1.143	n/a	n/a	274.703
248.674	n/a	ConfirmRating	Rate	17	No_Pain	22	n/a	0.627	0	277.853
248.691	4.228	ITI	Fixation+	18	Pain	n/a	7.262	n/a	n/a	277.87
252.935	3.498	Pic2	Picture	18	Pain	8	3.748	n/a	n/a	282.114
256.433	2.006	Blank	Blank	18	Pain	n/a	1.742	n/a	n/a	285.612
260.181	n/a	ConfirmRating	Rate	18	Pain	8	n/a	1.225	1	289.36
260.213	4.941	ITI	Fixation+	19	Pain	n/a	7.356	n/a	n/a	289.392
265.17	3.498	Pic2	Picture	19	Pain	1	3.841	n/a	n/a	294.349
268.668	2.006	Blank	Blank	19	Pain	n/a	1.835	n/a	n/a	297.847
272.509	n/a	ConfirmRating	Rate	19	Pain	1	n/a	1.319	7	301.688
272.531	15.004	Rest	n/a	19	n/a	n/a	-15.025	n/a	n/a	301.71
287.551	5.504	ITI	Fixation+	20	No_Pain	n/a	7.616	n/a	n/a	316.73
293.072	3.498	Pic2	Picture	20	No_Pain	23	4.102	n/a	n/a	322.251
296.57	2.006	Blank	Blank	20	No_Pain	n/a	2.096	n/a	n/a	325.749
300.672	n/a	ConfirmRating	Rate	20	No_Pain	23	n/a	1.579	0	329.851
300.698	4.493	ITI	Fixation+	21	Pain	n/a	6.601	n/a	n/a	329.877
305.208	3.498	Pic2	Picture	21	Pain	10	3.087	n/a	n/a	334.387
308.706	2.006	Blank	Blank	21	Pain	n/a	1.081	n/a	n/a	337.885
311.792	n/a	ConfirmRating	Rate	21	Pain	10	n/a	0.564	0	340.971
311.823	4.576	ITI	Fixation+	22	No_Pain	n/a	7.247	n/a	n/a	341.002
316.415	3.498	Pic2	Picture	22	No_Pain	36	3.732	n/a	n/a	345.594
319.913	2.006	Blank	Blank	22	No_Pain	n/a	1.726	n/a	n/a	349.092
323.645	n/a	ConfirmRating	Rate	22	No_Pain	36	n/a	1.21	0	352.824
323.676	4.692	ITI	Fixation+	23	Pain	n/a	7.639	n/a	n/a	352.855
328.385	3.498	Pic2	Picture	23	Pain	11	4.124	n/a	n/a	357.564
331.883	2.006	Blank	Blank	23	Pain	n/a	2.118	n/a	n/a	361.062
336.007	n/a	ConfirmRating	Rate	23	Pain	11	n/a	1.601	0	365.186
336.027	4.858	ITI	Fixation+	24	Pain	n/a	7.537	n/a	n/a	365.206
340.901	3.498	Pic2	Picture	24	Pain	17	4.022	n/a	n/a	370.08
344.4	2.006	Blank	Blank	24	Pain	n/a	2.016	n/a	n/a	373.579
348.422	n/a	ConfirmRating	Rate	24	Pain	17	n/a	1.499	0	377.601
348.445	5.885	ITI	Fixation+	25	No_Pain	n/a	6.486	n/a	n/a	377.624
354.347	3.498	Pic2	Picture	25	No_Pain	31	2.971	n/a	n/a	383.526
357.845	2.006	Blank	Blank	25	No_Pain	n/a	0.966	n/a	n/a	387.024
360.816	n/a	ConfirmRating	Rate	25	No_Pain	31	n/a	0.449	0	389.995
360.846	4.509	ITI	Fixation+	26	Pain	n/a	7.146	n/a	n/a	390.025
365.372	3.498	Pic2	Picture	26	Pain	18	3.631	n/a	n/a	394.551
368.87	2.006	Blank	Blank	26	Pain	n/a	1.625	n/a	n/a	398.049
372.501	n/a	ConfirmRating	Rate	26	Pain	18	n/a	1.109	0	401.68
372.534	5.919	ITI	Fixation+	27	No_Pain	n/a	7.568	n/a	n/a	401.713
378.469	3.498	Pic2	Picture	27	No_Pain	33	4.053	n/a	n/a	407.648
381.967	2.006	Blank	Blank	27	No_Pain	n/a	2.047	n/a	n/a	411.146
386.02	n/a	ConfirmRating	Rate	27	No_Pain	33	n/a	1.53	1	415.199
386.045	4.327	ITI	Fixation+	28	No_Pain	n/a	6.747	n/a	n/a	415.224
390.389	3.498	Pic2	Picture	28	No_Pain	40	3.233	n/a	n/a	419.568
393.887	2.006	Blank	Blank	28	No_Pain	n/a	1.227	n/a	n/a	423.066
397.12	n/a	ConfirmRating	Rate	28	No_Pain	40	n/a	0.71	1	426.299
397.136	5.073	ITI	Fixation+	29	Pain	n/a	7.428	n/a	n/a	426.315
402.226	3.498	Pic2	Picture	29	Pain	20	3.913	n/a	n/a	431.405
405.724	2.006	Blank	Blank	29	Pain	n/a	1.907	n/a	n/a	434.903
409.637	n/a	ConfirmRating	Rate	29	Pain	20	n/a	1.391	1	438.816
409.67	4.46	ITI	Fixation+	30	No_Pain	n/a	6.627	n/a	n/a	438.849
414.146	3.498	Pic2	Picture	30	No_Pain	27	3.113	n/a	n/a	443.325
417.644	2.006	Blank	Blank	30	No_Pain	n/a	1.107	n/a	n/a	446.823
420.757	n/a	ConfirmRating	Rate	30	No_Pain	27	n/a	0.591	0	449.936
420.778	4.36	ITI	Fixation+	31	Pain	n/a	7.685	n/a	n/a	449.957
425.154	3.498	Pic2	Picture	31	Pain	14	4.17	n/a	n/a	454.333
428.652	2.006	Blank	Blank	31	Pain	n/a	2.164	n/a	n/a	457.831
432.823	n/a	ConfirmRating	Rate	31	Pain	14	n/a	1.647	0	462.002
432.847	4.874	ITI	Fixation+	32	Pain	n/a	7.5	n/a	n/a	462.026
437.738	3.498	Pic2	Picture	32	Pain	9	3.985	n/a	n/a	466.916
441.236	2.006	Blank	Blank	32	Pain	n/a	1.979	n/a	n/a	470.415
445.221	n/a	ConfirmRating	Rate	32	Pain	9	n/a	1.462	0	474.399
445.248	4.178	ITI	Fixation+	33	No_Pain	n/a	7.49	n/a	n/a	474.427
449.442	3.498	Pic2	Picture	33	No_Pain	39	3.975	n/a	n/a	478.621
452.94	2.006	Blank	Blank	33	No_Pain	n/a	1.969	n/a	n/a	482.119
456.915	n/a	ConfirmRating	Rate	33	No_Pain	39	n/a	1.453	0	486.094
456.936	4.576	ITI	Fixation+	34	No_Pain	n/a	6.468	n/a	n/a	486.115
461.528	3.498	Pic2	Picture	34	No_Pain	29	2.953	n/a	n/a	490.707
465.026	2.006	Blank	Blank	34	No_Pain	n/a	0.947	n/a	n/a	494.205
467.979	n/a	ConfirmRating	Rate	34	No_Pain	29	n/a	0.43	0	497.158
468.01	5.09	ITI	Fixation+	35	Pain	n/a	6.697	n/a	n/a	497.189
473.116	3.498	Pic2	Picture	35	Pain	6	3.182	n/a	n/a	502.295
476.615	2.006	Blank	Blank	35	Pain	n/a	1.176	n/a	n/a	505.793
479.797	n/a	ConfirmRating	Rate	35	Pain	6	n/a	0.659	0	508.976
479.814	4.609	ITI	Fixation+	36	No_Pain	n/a	7.546	n/a	n/a	508.993
484.44	3.498	Pic2	Picture	36	No_Pain	35	4.032	n/a	n/a	513.619
487.938	2.006	Blank	Blank	36	No_Pain	n/a	2.026	n/a	n/a	517.117
491.969	n/a	ConfirmRating	Rate	36	No_Pain	35	n/a	1.509	0	521.148
492.0	5.852	ITI	Fixation+	37	No_Pain	n/a	7.232	n/a	n/a	521.178
497.868	3.498	Pic2	Picture	37	No_Pain	34	3.718	n/a	n/a	527.047
501.366	2.006	Blank	Blank	37	No_Pain	n/a	1.712	n/a	n/a	530.545
505.084	n/a	ConfirmRating	Rate	37	No_Pain	34	n/a	1.195	0	534.263
505.113	4.526	ITI	Fixation+	38	Pain	n/a	7.725	n/a	n/a	534.292
509.656	3.498	Pic2	Picture	38	Pain	15	4.21	n/a	n/a	538.835
513.154	2.006	Blank	Blank	38	Pain	n/a	2.204	n/a	n/a	542.333
517.364	n/a	ConfirmRating	Rate	38	Pain	15	n/a	1.687	0	546.543
517.382	5.604	ITI	Fixation+	39	Pain	n/a	6.678	n/a	n/a	546.561
523.002	3.498	Pic2	Picture	39	Pain	7	3.164	n/a	n/a	552.181
526.5	2.006	Blank	Blank	39	Pain	n/a	1.158	n/a	n/a	555.679
529.664	n/a	ConfirmRating	Rate	39	Pain	7	n/a	0.641	0	558.843
