onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.011	120.014	Fixation+	n/a	n/a	46.134
128.784	n/a	Response	8.759	5	174.907
128.812	120.014	Fixation+	n/a	n/a	174.935
251.429	n/a	Response	2.602	6	297.552
251.446	120.014	Fixation+	n/a	n/a	297.569
372.538	n/a	Response	1.078	7	418.662
372.571	120.014	Fixation+	n/a	n/a	418.694
497.517	n/a	Response	4.932	7	543.64
