onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.01	120.014	Fixation+	n/a	n/a	40.53
126.355	n/a	Response	6.331	5	166.874
126.374	120.014	Fixation+	n/a	n/a	166.893
249.451	n/a	Response	3.063	6	289.971
249.471	120.014	Fixation+	n/a	n/a	289.991
373.365	n/a	Response	3.88	7	413.885
373.398	120.014	Fixation+	n/a	n/a	413.918
498.206	n/a	Response	4.794	7	538.726
