onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.018	120.014	Fixation+	n/a	n/a	40.828
124.669	n/a	Response	4.637	5	165.48
124.691	120.014	Fixation+	n/a	n/a	165.502
248.425	n/a	Response	3.719	6	289.235
248.452	120.014	Fixation+	n/a	n/a	289.263
371.611	n/a	Response	3.144	7	412.421
371.634	120.014	Fixation+	n/a	n/a	412.444
497.083	n/a	Response	5.435	7	537.894
