onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.017	5.322	ITI	Fixation+	0	No_Pain	n/a	18.989	n/a	n/a	29.455
5.355	3.498	Pic2	Picture	0	No_Pain	24	15.475	n/a	n/a	34.793
8.854	2.006	Blank	Blank	0	No_Pain	n/a	13.469	n/a	n/a	38.292
24.328	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	12.952	17	53.766
24.355	5.885	ITI	Fixation+	1	No_Pain	n/a	7.906	n/a	n/a	53.793
30.257	3.498	Pic2	Picture	1	No_Pain	25	4.391	n/a	n/a	59.695
33.755	2.006	Blank	Blank	1	No_Pain	n/a	2.385	n/a	n/a	63.193
38.146	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	1.869	8	67.584
38.165	4.029	ITI	Fixation+	2	Pain	n/a	11.08	n/a	n/a	67.603
42.21	3.498	Pic2	Picture	2	Pain	19	7.566	n/a	n/a	71.648
45.708	2.006	Blank	Blank	2	Pain	n/a	5.56	n/a	n/a	75.146
53.274	n/a	ConfirmRating	Rate	2	Pain	19	n/a	5.043	13	82.712
53.301	5.023	ITI	Fixation+	3	No_Pain	n/a	7.739	n/a	n/a	82.739
58.341	3.498	Pic2	Picture	3	No_Pain	37	4.224	n/a	n/a	87.779
61.839	2.006	Blank	Blank	3	No_Pain	n/a	2.218	n/a	n/a	91.277
66.064	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	1.702	30	95.501
66.084	4.426	ITI	Fixation+	4	Pain	n/a	9.949	n/a	n/a	95.521
70.527	3.498	Pic2	Picture	4	Pain	2	6.435	n/a	n/a	99.965
74.025	2.006	Blank	Blank	4	Pain	n/a	4.429	n/a	n/a	103.463
80.459	n/a	ConfirmRating	Rate	4	Pain	2	n/a	3.912	59	109.897
80.49	5.073	ITI	Fixation+	5	No_Pain	n/a	10.43	n/a	n/a	109.928
85.58	3.498	Pic2	Picture	5	No_Pain	26	6.915	n/a	n/a	115.018
