onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.018	120.013	Fixation+	n/a	n/a	47.46
122.956	n/a	Response	2.925	5	170.398
122.982	120.014	Fixation+	n/a	n/a	170.424
247.614	n/a	Response	4.618	6	295.056
247.638	120.013	Fixation+	n/a	n/a	295.08
370.773	n/a	Response	3.122	7	418.215
370.801	120.013	Fixation+	n/a	n/a	418.243
493.802	n/a	Response	2.987	7	541.244
