onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.013	120.014	Fixation+	n/a	n/a	40.762
130.905	n/a	Response	10.877	5	171.653
130.937	120.014	Fixation+	n/a	n/a	171.685
259.311	n/a	Response	8.36	6	300.06
259.34	120.014	Fixation+	n/a	n/a	300.089
383.181	n/a	Response	3.826	7	423.93
383.201	120.014	Fixation+	n/a	n/a	423.95
506.522	n/a	Response	3.306	7	547.27
