onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.019	120.013	Fixation+	n/a	n/a	44.807
126.34	n/a	Response	6.308	5	171.128
126.365	120.013	Fixation+	n/a	n/a	171.153
250.083	n/a	Response	3.704	6	294.87
250.108	120.013	Fixation+	n/a	n/a	294.896
374.183	n/a	Response	4.061	7	418.971
374.2	120.013	Fixation+	n/a	n/a	418.988
497.889	n/a	Response	3.676	7	542.677
