onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.01	120.014	Fixation+	n/a	n/a	51.356
123.032	n/a	Response	3.008	5	174.377
123.058	120.014	Fixation+	n/a	n/a	174.403
246.836	n/a	Response	3.764	6	298.181
246.868	120.014	Fixation+	n/a	n/a	298.213
371.87	n/a	Response	4.988	7	423.216
371.888	120.014	Fixation+	n/a	n/a	423.234
494.761	n/a	Response	2.859	7	546.107
