onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.009	120.014	Fixation+	n/a	n/a	45.205
130.765	n/a	Response	10.742	5	175.961
130.783	120.014	Fixation+	n/a	n/a	175.979
257.718	n/a	Response	6.921	6	302.914
257.743	120.014	Fixation+	n/a	n/a	302.939
385.039	n/a	Response	7.282	7	430.235
385.068	120.014	Fixation+	n/a	n/a	430.264
511.775	n/a	Response	6.693	7	556.971
