onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.014	5.836	ITI	Fixation+	0	No_Pain	n/a	15.906	n/a	n/a	26.521
5.867	3.498	Pic2	Picture	0	No_Pain	24	12.391	n/a	n/a	32.373
9.365	2.006	Blank	Blank	0	No_Pain	n/a	10.385	n/a	n/a	35.871
21.756	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	9.868	45	48.262
21.782	4.344	ITI	Fixation+	1	No_Pain	n/a	11.69	n/a	n/a	48.289
26.143	3.498	Pic2	Picture	1	No_Pain	25	8.175	n/a	n/a	52.649
29.641	2.006	Blank	Blank	1	No_Pain	n/a	6.169	n/a	n/a	56.147
37.816	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	5.653	39	64.322
37.847	5.653	ITI	Fixation+	2	Pain	n/a	10.151	n/a	n/a	64.354
43.517	3.498	Pic2	Picture	2	Pain	19	6.636	n/a	n/a	70.024
47.016	2.006	Blank	Blank	2	Pain	n/a	4.63	n/a	n/a	73.522
53.652	n/a	ConfirmRating	Rate	2	Pain	19	n/a	4.114	49	80.158
53.68	4.112	ITI	Fixation+	3	No_Pain	n/a	8.973	n/a	n/a	80.187
57.808	3.498	Pic2	Picture	3	No_Pain	37	5.458	n/a	n/a	84.315
61.306	2.006	Blank	Blank	3	No_Pain	n/a	3.452	n/a	n/a	87.813
66.764	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	2.935	53	93.271
66.794	4.708	ITI	Fixation+	4	Pain	n/a	8.819	n/a	n/a	93.301
71.519	3.498	Pic2	Picture	4	Pain	2	5.304	n/a	n/a	98.026
75.017	2.006	Blank	Blank	4	Pain	n/a	3.298	n/a	n/a	101.524
80.321	n/a	ConfirmRating	Rate	4	Pain	2	n/a	2.781	40	106.828
80.339	5.62	ITI	Fixation+	5	No_Pain	n/a	10.479	n/a	n/a	106.846
85.976	3.498	Pic2	Picture	5	No_Pain	26	6.964	n/a	n/a	112.482
89.474	2.006	Blank	Blank	5	No_Pain	n/a	4.958	n/a	n/a	115.981
