onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.005	120.014	Fixation+	n/a	n/a	45.006
125.966	n/a	Response	5.948	5	170.967
125.987	120.013	Fixation+	n/a	n/a	170.988
249.284	n/a	Response	3.283	6	294.285
249.316	120.013	Fixation+	n/a	n/a	294.317
372.255	n/a	Response	2.925	7	417.255
372.281	120.013	Fixation+	n/a	n/a	417.282
494.886	n/a	Response	2.592	7	539.887
