onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.004	4.509	ITI	Fixation+	0	No_Pain	n/a	11.967	n/a	n/a	23.702
4.53	3.498	Pic2	Picture	0	No_Pain	24	8.452	n/a	n/a	28.228
8.028	2.006	Blank	Blank	0	No_Pain	n/a	6.446	n/a	n/a	31.726
16.481	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	5.93	0	40.179
16.5	5.007	ITI	Fixation+	1	No_Pain	n/a	8.72	n/a	n/a	40.198
21.523	3.498	Pic2	Picture	1	No_Pain	25	5.205	n/a	n/a	45.221
25.021	2.006	Blank	Blank	1	No_Pain	n/a	3.199	n/a	n/a	48.719
30.226	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	2.682	0	53.924
30.244	5.206	ITI	Fixation+	2	Pain	n/a	8.927	n/a	n/a	53.942
35.466	3.498	Pic2	Picture	2	Pain	19	5.412	n/a	n/a	59.164
38.964	2.006	Blank	Blank	2	Pain	n/a	3.406	n/a	n/a	62.662
44.376	n/a	ConfirmRating	Rate	2	Pain	19	n/a	2.89	68	68.074
44.402	4.857	ITI	Fixation+	3	No_Pain	n/a	9.703	n/a	n/a	68.1
49.276	3.498	Pic2	Picture	3	No_Pain	37	6.189	n/a	n/a	72.974
52.774	2.006	Blank	Blank	3	No_Pain	n/a	4.183	n/a	n/a	76.472
58.963	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	3.666	0	82.661
58.991	4.957	ITI	Fixation+	4	Pain	n/a	9.27	n/a	n/a	82.689
63.965	3.498	Pic2	Picture	4	Pain	2	5.756	n/a	n/a	87.663
67.463	2.006	Blank	Blank	4	Pain	n/a	3.75	n/a	n/a	91.161
73.219	n/a	ConfirmRating	Rate	4	Pain	2	n/a	3.233	73	96.916
73.249	5.786	ITI	Fixation+	5	No_Pain	n/a	7.514	n/a	n/a	96.947
79.051	3.498	Pic2	Picture	5	No_Pain	26	3.999	n/a	n/a	102.749
82.549	2.006	Blank	Blank	5	No_Pain	n/a	1.993	n/a	n/a	106.247
86.548	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	1.476	0	110.246
86.578	5.852	ITI	Fixation+	6	Pain	n/a	8.746	n/a	n/a	110.276
92.447	3.498	Pic2	Picture	6	Pain	12	5.231	n/a	n/a	116.145
