onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.006	4.41	ITI	Fixation+	0	No_Pain	n/a	10.673	n/a	n/a	30.483
4.433	3.498	Pic2	Picture	0	No_Pain	24	7.158	n/a	n/a	34.91
7.931	2.006	Blank	Blank	0	No_Pain	n/a	5.152	n/a	n/a	38.408
15.089	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	4.636	0	45.566
15.11	5.189	ITI	Fixation+	1	No_Pain	n/a	9.007	n/a	n/a	45.587
20.315	3.498	Pic2	Picture	1	No_Pain	25	5.492	n/a	n/a	50.792
23.814	2.006	Blank	Blank	1	No_Pain	n/a	3.486	n/a	n/a	54.291
29.306	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	2.969	2	59.783
29.334	5.604	ITI	Fixation+	2	Pain	n/a	8.737	n/a	n/a	59.811
34.955	3.498	Pic2	Picture	2	Pain	19	5.222	n/a	n/a	65.431
38.453	2.006	Blank	Blank	2	Pain	n/a	3.216	n/a	n/a	68.93
43.675	n/a	ConfirmRating	Rate	2	Pain	19	n/a	2.699	9	74.152
43.692	5.289	ITI	Fixation+	3	No_Pain	n/a	10.761	n/a	n/a	74.168
48.997	3.498	Pic2	Picture	3	No_Pain	37	7.247	n/a	n/a	79.474
52.495	2.006	Blank	Blank	3	No_Pain	n/a	5.24	n/a	n/a	82.972
59.742	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	4.724	0	90.219
59.773	4.443	ITI	Fixation+	4	Pain	n/a	8.899	n/a	n/a	90.25
64.233	3.498	Pic2	Picture	4	Pain	2	5.385	n/a	n/a	94.71
67.731	2.006	Blank	Blank	4	Pain	n/a	3.379	n/a	n/a	98.208
73.115	n/a	ConfirmRating	Rate	4	Pain	2	n/a	2.862	19	103.592
73.136	4.46	ITI	Fixation+	5	No_Pain	n/a	7.431	n/a	n/a	103.613
77.612	3.498	Pic2	Picture	5	No_Pain	26	3.916	n/a	n/a	108.089
81.11	2.006	Blank	Blank	5	No_Pain	n/a	1.91	n/a	n/a	111.587
85.026	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	1.394	0	115.503
85.056	4.791	ITI	Fixation+	6	Pain	n/a	7.345	n/a	n/a	115.533
89.864	3.498	Pic2	Picture	6	Pain	12	3.83	n/a	n/a	120.341
93.362	2.006	Blank	Blank	6	Pain	n/a	1.824	n/a	n/a	123.839
97.192	n/a	ConfirmRating	Rate	6	Pain	12	n/a	1.308	14	127.669
97.225	4.161	ITI	Fixation+	7	Pain	n/a	8.127	n/a	n/a	127.702
101.403	3.498	Pic2	Picture	7	Pain	3	4.612	n/a	n/a	131.88
104.901	2.006	Blank	Blank	7	Pain	n/a	2.606	n/a	n/a	135.378
109.513	n/a	ConfirmRating	Rate	7	Pain	3	n/a	2.09	32	139.99
109.543	5.206	ITI	Fixation+	8	No_Pain	n/a	9.622	n/a	n/a	140.02
114.765	3.498	Pic2	Picture	8	No_Pain	30	6.108	n/a	n/a	145.242
118.263	2.006	Blank	Blank	8	No_Pain	n/a	4.102	n/a	n/a	148.74
124.371	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	3.585	8	154.848
124.398	4.808	ITI	Fixation+	9	Pain	n/a	8.889	n/a	n/a	154.875
129.222	3.498	Pic2	Picture	9	Pain	4	5.375	n/a	n/a	159.699
132.72	2.006	Blank	Blank	9	Pain	n/a	3.369	n/a	n/a	163.197
138.095	n/a	ConfirmRating	Rate	9	Pain	4	n/a	2.852	9	168.572
