onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.019	4.924	ITI	Fixation+	0	Pain	n/a	12.624	n/a	n/a	29.339
4.96	3.498	Pic2	Picture	0	Pain	7	9.109	n/a	n/a	34.28
8.458	2.006	Blank	Blank	0	Pain	n/a	7.103	n/a	n/a	37.778
17.567	n/a	ConfirmRating	Rate	0	Pain	7	n/a	6.586	6	46.887
17.593	5.488	ITI	Fixation+	1	Pain	n/a	8.425	n/a	n/a	46.913
23.097	3.498	Pic2	Picture	1	Pain	15	4.911	n/a	n/a	52.417
26.595	2.006	Blank	Blank	1	Pain	n/a	2.905	n/a	n/a	55.915
31.506	n/a	ConfirmRating	Rate	1	Pain	15	n/a	2.388	28	60.826
31.536	5.753	ITI	Fixation+	2	No_Pain	n/a	7.221	n/a	n/a	60.855
37.305	3.498	Pic2	Picture	2	No_Pain	34	3.706	n/a	n/a	66.625
40.803	2.006	Blank	Blank	2	No_Pain	n/a	1.701	n/a	n/a	70.123
44.51	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	1.184	0	73.83
44.533	5.305	ITI	Fixation+	3	No_Pain	n/a	6.829	n/a	n/a	73.853
49.855	3.498	Pic2	Picture	3	No_Pain	35	3.314	n/a	n/a	79.175
53.353	2.006	Blank	Blank	3	No_Pain	n/a	1.308	n/a	n/a	82.673
56.667	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	0.792	0	85.987
56.686	5.305	ITI	Fixation+	4	Pain	n/a	9.891	n/a	n/a	86.006
62.007	3.498	Pic2	Picture	4	Pain	6	6.377	n/a	n/a	91.327
65.506	2.006	Blank	Blank	4	Pain	n/a	4.371	n/a	n/a	94.826
71.882	n/a	ConfirmRating	Rate	4	Pain	6	n/a	3.854	57	101.202
71.905	4.211	ITI	Fixation+	5	No_Pain	n/a	7.27	n/a	n/a	101.225
76.133	3.498	Pic2	Picture	5	No_Pain	29	3.755	n/a	n/a	105.453
79.631	2.006	Blank	Blank	5	No_Pain	n/a	1.749	n/a	n/a	108.951
83.386	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	1.233	0	112.706
83.411	4.128	ITI	Fixation+	6	No_Pain	n/a	6.55	n/a	n/a	112.731
87.555	3.498	Pic2	Picture	6	No_Pain	39	3.036	n/a	n/a	116.875
91.054	2.006	Blank	Blank	6	No_Pain	n/a	1.029	n/a	n/a	120.374
94.089	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	0.513	0	123.409
94.121	4.725	ITI	Fixation+	7	Pain	n/a	8.322	n/a	n/a	123.441
98.862	3.498	Pic2	Picture	7	Pain	9	4.808	n/a	n/a	128.182
102.36	2.006	Blank	Blank	7	Pain	n/a	2.802	n/a	n/a	131.68
107.168	n/a	ConfirmRating	Rate	7	Pain	9	n/a	2.286	47	136.488
107.185	5.023	ITI	Fixation+	8	Pain	n/a	9.454	n/a	n/a	136.505
112.225	3.498	Pic2	Picture	8	Pain	14	5.939	n/a	n/a	141.545
115.723	2.006	Blank	Blank	8	Pain	n/a	3.933	n/a	n/a	145.043
121.662	n/a	ConfirmRating	Rate	8	Pain	14	n/a	3.416	40	150.982
121.691	4.228	ITI	Fixation+	9	No_Pain	n/a	7.46	n/a	n/a	151.011
125.936	3.498	Pic2	Picture	9	No_Pain	27	3.945	n/a	n/a	155.255
129.434	2.006	Blank	Blank	9	No_Pain	n/a	1.939	n/a	n/a	158.754
133.379	n/a	ConfirmRating	Rate	9	No_Pain	27	n/a	1.422	0	162.699
133.396	5.289	ITI	Fixation+	10	Pain	n/a	8.846	n/a	n/a	162.716
138.701	3.498	Pic2	Picture	10	Pain	20	5.331	n/a	n/a	168.021
142.199	2.006	Blank	Blank	10	Pain	n/a	3.325	n/a	n/a	171.519
147.531	n/a	ConfirmRating	Rate	10	Pain	20	n/a	2.809	28	176.851
147.554	4.294	ITI	Fixation+	11	No_Pain	n/a	6.513	n/a	n/a	176.874
151.865	3.498	Pic2	Picture	11	No_Pain	40	2.999	n/a	n/a	181.185
155.363	2.006	Blank	Blank	11	No_Pain	n/a	0.993	n/a	n/a	184.683
158.362	n/a	ConfirmRating	Rate	11	No_Pain	40	n/a	0.476	0	187.681
158.38	4.625	ITI	Fixation+	12	No_Pain	n/a	11.305	n/a	n/a	187.7
163.022	3.498	Pic2	Picture	12	No_Pain	33	7.79	n/a	n/a	192.342
166.52	2.006	Blank	Blank	12	No_Pain	n/a	5.784	n/a	n/a	195.84
174.31	n/a	ConfirmRating	Rate	12	No_Pain	33	n/a	5.267	0	203.63
174.329	4.294	ITI	Fixation+	13	Pain	n/a	10.135	n/a	n/a	203.649
178.64	3.498	Pic2	Picture	13	Pain	18	6.621	n/a	n/a	207.959
182.138	2.006	Blank	Blank	13	Pain	n/a	4.614	n/a	n/a	211.458
188.758	n/a	ConfirmRating	Rate	13	Pain	18	n/a	4.098	58	218.078
188.786	5.488	ITI	Fixation+	14	No_Pain	n/a	7.556	n/a	n/a	218.106
194.29	3.498	Pic2	Picture	14	No_Pain	31	4.041	n/a	n/a	223.61
197.788	2.006	Blank	Blank	14	No_Pain	n/a	2.035	n/a	n/a	227.108
