onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.014	5.902	ITI	Fixation+	0	No_Pain	n/a	10.965	n/a	n/a	26.471
5.933	3.498	Pic2	Picture	0	No_Pain	24	7.451	n/a	n/a	32.39
9.431	2.006	Blank	Blank	0	No_Pain	n/a	5.445	n/a	n/a	35.888
16.881	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	4.928	33	43.339
16.908	4.543	ITI	Fixation+	1	No_Pain	n/a	7.31	n/a	n/a	43.365
21.467	3.498	Pic2	Picture	1	No_Pain	25	3.795	n/a	n/a	47.924
24.965	2.006	Blank	Blank	1	No_Pain	n/a	1.789	n/a	n/a	51.422
28.76	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	1.272	20	55.218
28.778	5.753	ITI	Fixation+	2	Pain	n/a	9.741	n/a	n/a	55.236
34.548	3.498	Pic2	Picture	2	Pain	19	6.226	n/a	n/a	61.005
38.046	2.006	Blank	Blank	2	Pain	n/a	4.22	n/a	n/a	64.503
44.272	n/a	ConfirmRating	Rate	2	Pain	19	n/a	3.704	26	70.729
44.296	5.852	ITI	Fixation+	3	No_Pain	n/a	10.269	n/a	n/a	70.753
50.165	3.498	Pic2	Picture	3	No_Pain	37	6.755	n/a	n/a	76.622
53.663	2.006	Blank	Blank	3	No_Pain	n/a	4.749	n/a	n/a	80.12
60.418	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	4.232	32	86.875
60.444	4.012	ITI	Fixation+	4	Pain	n/a	10.516	n/a	n/a	86.901
64.472	3.498	Pic2	Picture	4	Pain	2	7.001	n/a	n/a	90.93
67.971	2.006	Blank	Blank	4	Pain	n/a	4.995	n/a	n/a	94.428
74.972	n/a	ConfirmRating	Rate	4	Pain	2	n/a	4.479	42	101.429
75.0	5.073	ITI	Fixation+	5	No_Pain	n/a	8.515	n/a	n/a	101.457
80.09	3.498	Pic2	Picture	5	No_Pain	26	5.001	n/a	n/a	106.547
83.588	2.006	Blank	Blank	5	No_Pain	n/a	2.995	n/a	n/a	110.045
88.588	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	2.478	52	115.046
88.611	4.145	ITI	Fixation+	6	Pain	n/a	8.723	n/a	n/a	115.069
92.773	3.498	Pic2	Picture	6	Pain	12	5.209	n/a	n/a	119.23
96.271	2.006	Blank	Blank	6	Pain	n/a	3.203	n/a	n/a	122.728
101.479	n/a	ConfirmRating	Rate	6	Pain	12	n/a	2.686	38	127.937
101.51	5.571	ITI	Fixation+	7	Pain	n/a	9.192	n/a	n/a	127.967
107.097	3.498	Pic2	Picture	7	Pain	3	5.677	n/a	n/a	133.554
110.595	2.006	Blank	Blank	7	Pain	n/a	3.671	n/a	n/a	137.052
116.272	n/a	ConfirmRating	Rate	7	Pain	3	n/a	3.155	45	142.73
116.298	4.178	ITI	Fixation+	8	No_Pain	n/a	7.004	n/a	n/a	142.755
120.493	3.498	Pic2	Picture	8	No_Pain	30	3.489	n/a	n/a	146.95
123.991	2.006	Blank	Blank	8	No_Pain	n/a	1.483	n/a	n/a	150.448
127.48	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	0.967	30	153.937
127.505	5.604	ITI	Fixation+	9	Pain	n/a	8.029	n/a	n/a	153.963
133.126	3.498	Pic2	Picture	9	Pain	4	4.514	n/a	n/a	159.583
136.624	2.006	Blank	Blank	9	Pain	n/a	2.508	n/a	n/a	163.081
141.138	n/a	ConfirmRating	Rate	9	Pain	4	n/a	1.992	50	167.595
141.166	4.095	ITI	Fixation+	10	No_Pain	n/a	9.127	n/a	n/a	167.624
145.278	3.498	Pic2	Picture	10	No_Pain	28	5.613	n/a	n/a	171.735
148.776	2.006	Blank	Blank	10	No_Pain	n/a	3.607	n/a	n/a	175.233
