onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.009	4.758	ITI	Fixation+	0	No_Pain	n/a	7.638	n/a	n/a	32.257
4.784	3.498	Pic2	Picture	0	No_Pain	24	4.123	n/a	n/a	37.032
8.282	2.006	Blank	Blank	0	No_Pain	n/a	2.117	n/a	n/a	40.53
12.405	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	1.601	0	44.653
12.426	5.438	ITI	Fixation+	1	No_Pain	n/a	7.327	n/a	n/a	44.675
17.881	3.498	Pic2	Picture	1	No_Pain	25	3.813	n/a	n/a	50.129
21.379	2.006	Blank	Blank	1	No_Pain	n/a	1.807	n/a	n/a	53.627
25.192	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	1.29	0	57.44
25.209	5.189	ITI	Fixation+	2	Pain	n/a	10.036	n/a	n/a	57.457
30.414	3.498	Pic2	Picture	2	Pain	19	6.521	n/a	n/a	62.663
33.913	2.006	Blank	Blank	2	Pain	n/a	4.515	n/a	n/a	66.161
40.434	n/a	ConfirmRating	Rate	2	Pain	19	n/a	3.998	13	72.682
40.461	4.791	ITI	Fixation+	3	No_Pain	n/a	7.318	n/a	n/a	72.709
45.269	3.498	Pic2	Picture	3	No_Pain	37	3.803	n/a	n/a	77.517
48.767	2.006	Blank	Blank	3	No_Pain	n/a	1.797	n/a	n/a	81.015
52.571	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	1.28	0	84.819
52.597	5.488	ITI	Fixation+	4	Pain	n/a	8.639	n/a	n/a	84.845
58.101	3.498	Pic2	Picture	4	Pain	2	5.124	n/a	n/a	90.349
61.599	2.006	Blank	Blank	4	Pain	n/a	3.118	n/a	n/a	93.847
66.723	n/a	ConfirmRating	Rate	4	Pain	2	n/a	2.601	10	98.971
66.755	5.637	ITI	Fixation+	5	No_Pain	n/a	7.842	n/a	n/a	99.003
72.409	3.498	Pic2	Picture	5	No_Pain	26	4.327	n/a	n/a	104.657
75.907	2.006	Blank	Blank	5	No_Pain	n/a	2.321	n/a	n/a	108.155
80.234	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	1.805	0	112.482
80.267	5.338	ITI	Fixation+	6	Pain	n/a	10.28	n/a	n/a	112.515
85.622	3.498	Pic2	Picture	6	Pain	12	6.765	n/a	n/a	117.87
89.12	2.006	Blank	Blank	6	Pain	n/a	4.759	n/a	n/a	121.368
95.885	n/a	ConfirmRating	Rate	6	Pain	12	n/a	4.243	3	128.133
95.918	5.703	ITI	Fixation+	7	Pain	n/a	9.093	n/a	n/a	128.166
101.637	3.498	Pic2	Picture	7	Pain	3	5.579	n/a	n/a	133.885
105.135	2.006	Blank	Blank	7	Pain	n/a	3.572	n/a	n/a	137.383
110.714	n/a	ConfirmRating	Rate	7	Pain	3	n/a	3.056	6	142.962
110.739	6.002	ITI	Fixation+	8	No_Pain	n/a	8.362	n/a	n/a	142.987
116.757	3.498	Pic2	Picture	8	No_Pain	30	4.847	n/a	n/a	149.005
120.255	2.006	Blank	Blank	8	No_Pain	n/a	2.841	n/a	n/a	152.503
125.103	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	2.325	0	157.351
