onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.01	120.013	Fixation+	n/a	n/a	46.581
124.187	n/a	Response	4.164	5	170.758
124.218	120.013	Fixation+	n/a	n/a	170.789
247.618	n/a	Response	3.387	6	294.189
247.646	120.013	Fixation+	n/a	n/a	294.217
370.964	n/a	Response	3.305	7	417.536
370.992	120.013	Fixation+	n/a	n/a	417.563
494.009	n/a	Response	3.003	7	540.58
