onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.018	120.013	Fixation+	n/a	n/a	47.012
125.973	n/a	Response	5.941	5	172.966
126.0	120.013	Fixation+	n/a	n/a	172.993
249.089	n/a	Response	3.076	6	296.082
249.113	120.013	Fixation+	n/a	n/a	296.107
373.429	n/a	Response	4.303	7	420.423
373.453	120.013	Fixation+	n/a	n/a	420.447
498.315	n/a	Response	4.848	7	545.308
