onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.004	120.014	Fixation+	n/a	n/a	45.603
125.175	n/a	Response	5.157	5	170.774
125.207	120.014	Fixation+	n/a	n/a	170.806
249.098	n/a	Response	3.878	6	294.697
249.116	120.014	Fixation+	n/a	n/a	294.715
371.37	n/a	Response	2.24	7	416.969
371.401	120.014	Fixation+	n/a	n/a	417.0
493.16	n/a	Response	1.745	7	538.759
