onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.016	120.013	Fixation+	n/a	n/a	47.625
128.378	n/a	Response	8.35	5	175.988
128.401	120.013	Fixation+	n/a	n/a	176.011
250.91	n/a	Response	2.496	6	298.52
250.934	120.013	Fixation+	n/a	n/a	298.544
374.352	n/a	Response	3.405	7	421.961
374.379	120.013	Fixation+	n/a	n/a	421.989
500.423	n/a	Response	6.031	7	548.033
