onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.016	5.222	ITI	Fixation+	0	No_Pain	n/a	9.823	n/a	n/a	30.267
5.255	3.498	Pic2	Picture	0	No_Pain	24	6.308	n/a	n/a	35.506
8.753	2.006	Blank	Blank	0	No_Pain	n/a	4.302	n/a	n/a	39.004
15.062	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	3.786	0	45.313
15.086	4.277	ITI	Fixation+	1	No_Pain	n/a	8.21	n/a	n/a	45.337
19.38	3.498	Pic2	Picture	1	No_Pain	25	4.695	n/a	n/a	49.631
22.878	2.006	Blank	Blank	1	No_Pain	n/a	2.689	n/a	n/a	53.129
27.573	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	2.172	0	57.824
27.603	4.112	ITI	Fixation+	2	Pain	n/a	13.954	n/a	n/a	57.854
31.731	3.498	Pic2	Picture	2	Pain	19	10.44	n/a	n/a	61.982
35.23	2.006	Blank	Blank	2	Pain	n/a	8.434	n/a	n/a	65.481
45.669	n/a	ConfirmRating	Rate	2	Pain	19	n/a	7.917	9	75.92
45.691	5.189	ITI	Fixation+	3	No_Pain	n/a	6.941	n/a	n/a	75.942
50.896	3.498	Pic2	Picture	3	No_Pain	37	3.426	n/a	n/a	81.147
54.394	2.006	Blank	Blank	3	No_Pain	n/a	1.42	n/a	n/a	84.645
57.821	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	0.903	0	88.072
57.843	5.372	ITI	Fixation+	4	Pain	n/a	7.545	n/a	n/a	88.094
63.231	3.498	Pic2	Picture	4	Pain	2	4.031	n/a	n/a	93.482
66.729	2.006	Blank	Blank	4	Pain	n/a	2.025	n/a	n/a	96.98
70.76	n/a	ConfirmRating	Rate	4	Pain	2	n/a	1.508	10	101.011
70.791	5.322	ITI	Fixation+	5	No_Pain	n/a	6.464	n/a	n/a	101.042
76.129	3.498	Pic2	Picture	5	No_Pain	26	2.949	n/a	n/a	106.38
79.627	2.006	Blank	Blank	5	No_Pain	n/a	0.943	n/a	n/a	109.878
82.576	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	0.427	0	112.828
82.595	5.504	ITI	Fixation+	6	Pain	n/a	10.569	n/a	n/a	112.846
88.115	3.498	Pic2	Picture	6	Pain	12	7.054	n/a	n/a	118.367
91.614	2.006	Blank	Blank	6	Pain	n/a	5.048	n/a	n/a	121.865
98.668	n/a	ConfirmRating	Rate	6	Pain	12	n/a	4.532	6	128.919
98.693	5.09	ITI	Fixation+	7	Pain	n/a	10.636	n/a	n/a	128.944
103.799	3.498	Pic2	Picture	7	Pain	3	7.121	n/a	n/a	134.05
107.297	2.006	Blank	Blank	7	Pain	n/a	5.115	n/a	n/a	137.548
114.418	n/a	ConfirmRating	Rate	7	Pain	3	n/a	4.598	22	144.669
114.442	4.161	ITI	Fixation+	8	No_Pain	n/a	8.049	n/a	n/a	144.694
118.62	3.498	Pic2	Picture	8	No_Pain	30	4.534	n/a	n/a	148.871
122.118	2.006	Blank	Blank	8	No_Pain	n/a	2.528	n/a	n/a	152.369
126.653	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	2.011	0	156.904
126.678	5.571	ITI	Fixation+	9	Pain	n/a	9.284	n/a	n/a	156.929
132.265	3.498	Pic2	Picture	9	Pain	4	5.77	n/a	n/a	162.516
135.763	2.006	Blank	Blank	9	Pain	n/a	3.764	n/a	n/a	166.014
141.532	n/a	ConfirmRating	Rate	9	Pain	4	n/a	3.247	16	171.783
141.565	5.653	ITI	Fixation+	10	No_Pain	n/a	8.392	n/a	n/a	171.816
147.235	3.498	Pic2	Picture	10	No_Pain	28	4.877	n/a	n/a	177.486
150.733	2.006	Blank	Blank	10	No_Pain	n/a	2.871	n/a	n/a	180.984
155.61	n/a	ConfirmRating	Rate	10	No_Pain	28	n/a	2.355	0	185.861
155.641	4.874	ITI	Fixation+	11	Pain	n/a	8.82	n/a	n/a	185.892
160.531	3.498	Pic2	Picture	11	Pain	13	5.306	n/a	n/a	190.782
164.029	2.006	Blank	Blank	11	Pain	n/a	3.299	n/a	n/a	194.28
169.335	n/a	ConfirmRating	Rate	11	Pain	13	n/a	2.783	25	199.586
169.368	5.189	ITI	Fixation+	12	No_Pain	n/a	7.84	n/a	n/a	199.619
174.573	3.498	Pic2	Picture	12	No_Pain	32	4.325	n/a	n/a	204.824
178.071	2.006	Blank	Blank	12	No_Pain	n/a	2.319	n/a	n/a	208.322
182.397	n/a	ConfirmRating	Rate	12	No_Pain	32	n/a	1.802	0	212.648
182.415	5.438	ITI	Fixation+	13	Pain	n/a	17.56	n/a	n/a	212.666
187.869	3.498	Pic2	Picture	13	Pain	5	14.046	n/a	n/a	218.12
191.368	2.006	Blank	Blank	13	Pain	n/a	12.04	n/a	n/a	221.619
205.413	n/a	ConfirmRating	Rate	13	Pain	5	n/a	11.523	12	235.664
205.443	5.305	ITI	Fixation+	14	No_Pain	n/a	6.885	n/a	n/a	235.694
210.765	3.498	Pic2	Picture	14	No_Pain	21	3.37	n/a	n/a	241.016
214.263	2.006	Blank	Blank	14	No_Pain	n/a	1.364	n/a	n/a	244.514
217.633	n/a	ConfirmRating	Rate	14	No_Pain	21	n/a	0.848	0	247.884
217.661	4.377	ITI	Fixation+	15	No_Pain	n/a	7.531	n/a	n/a	247.912
222.055	3.498	Pic2	Picture	15	No_Pain	38	4.017	n/a	n/a	252.306
225.553	2.006	Blank	Blank	15	No_Pain	n/a	2.011	n/a	n/a	255.804
229.57	n/a	ConfirmRating	Rate	15	No_Pain	38	n/a	1.494	0	259.821
229.598	4.742	ITI	Fixation+	16	Pain	n/a	8.213	n/a	n/a	259.849
234.356	3.498	Pic2	Picture	16	Pain	16	4.698	n/a	n/a	264.607
237.854	2.006	Blank	Blank	16	Pain	n/a	2.692	n/a	n/a	268.105
242.552	n/a	ConfirmRating	Rate	16	Pain	16	n/a	2.176	23	272.803
242.579	5.769	ITI	Fixation+	17	No_Pain	n/a	6.793	n/a	n/a	272.83
248.365	3.498	Pic2	Picture	17	No_Pain	22	3.278	n/a	n/a	278.616
251.863	2.006	Blank	Blank	17	No_Pain	n/a	1.272	n/a	n/a	282.114
255.141	n/a	ConfirmRating	Rate	17	No_Pain	22	n/a	0.756	0	285.392
255.162	5.106	ITI	Fixation+	18	Pain	n/a	8.697	n/a	n/a	285.413
260.285	3.498	Pic2	Picture	18	Pain	8	5.183	n/a	n/a	290.536
263.783	2.006	Blank	Blank	18	Pain	n/a	3.177	n/a	n/a	294.034
268.966	n/a	ConfirmRating	Rate	18	Pain	8	n/a	2.661	9	299.217
268.989	5.554	ITI	Fixation+	19	Pain	n/a	8.367	n/a	n/a	299.24
274.56	3.498	Pic2	Picture	19	Pain	1	4.852	n/a	n/a	304.81
278.058	2.006	Blank	Blank	19	Pain	n/a	2.846	n/a	n/a	308.309
282.91	n/a	ConfirmRating	Rate	19	Pain	1	n/a	2.329	16	313.161
282.932	15.004	Rest	n/a	19	n/a	n/a	-15.026	n/a	n/a	313.183
297.952	5.023	ITI	Fixation+	20	No_Pain	n/a	7.114	n/a	n/a	328.203
302.992	3.498	Pic2	Picture	20	No_Pain	23	3.599	n/a	n/a	333.243
306.49	2.006	Blank	Blank	20	No_Pain	n/a	1.593	n/a	n/a	336.741
310.089	n/a	ConfirmRating	Rate	20	No_Pain	23	n/a	1.077	0	340.34
310.121	5.67	ITI	Fixation+	21	Pain	n/a	7.736	n/a	n/a	340.372
315.807	3.498	Pic2	Picture	21	Pain	10	4.222	n/a	n/a	346.058
319.305	2.006	Blank	Blank	21	Pain	n/a	2.216	n/a	n/a	349.556
323.527	n/a	ConfirmRating	Rate	21	Pain	10	n/a	1.7	9	353.778
323.55	5.919	ITI	Fixation+	22	No_Pain	n/a	7.065	n/a	n/a	353.8
329.485	3.498	Pic2	Picture	22	No_Pain	36	3.55	n/a	n/a	359.736
332.983	2.006	Blank	Blank	22	No_Pain	n/a	1.544	n/a	n/a	363.234
336.533	n/a	ConfirmRating	Rate	22	No_Pain	36	n/a	1.027	0	366.784
336.564	4.31	ITI	Fixation+	23	Pain	n/a	8.385	n/a	n/a	366.815
340.891	3.498	Pic2	Picture	23	Pain	11	4.871	n/a	n/a	371.142
344.389	2.006	Blank	Blank	23	Pain	n/a	2.865	n/a	n/a	374.64
349.26	n/a	ConfirmRating	Rate	23	Pain	11	n/a	2.348	6	379.51
349.28	4.808	ITI	Fixation+	24	Pain	n/a	8.072	n/a	n/a	379.531
354.104	3.498	Pic2	Picture	24	Pain	17	4.557	n/a	n/a	384.355
357.602	2.006	Blank	Blank	24	Pain	n/a	2.551	n/a	n/a	387.853
362.159	n/a	ConfirmRating	Rate	24	Pain	17	n/a	2.035	17	392.41
362.178	4.824	ITI	Fixation+	25	No_Pain	n/a	6.862	n/a	n/a	392.429
367.019	3.498	Pic2	Picture	25	No_Pain	31	3.347	n/a	n/a	397.27
370.517	2.006	Blank	Blank	25	No_Pain	n/a	1.341	n/a	n/a	400.768
373.864	n/a	ConfirmRating	Rate	25	No_Pain	31	n/a	0.825	0	404.115
373.882	5.206	ITI	Fixation+	26	Pain	n/a	7.611	n/a	n/a	404.133
379.105	3.498	Pic2	Picture	26	Pain	18	4.096	n/a	n/a	409.356
382.603	2.006	Blank	Blank	26	Pain	n/a	2.09	n/a	n/a	412.854
386.699	n/a	ConfirmRating	Rate	26	Pain	18	n/a	1.573	19	416.95
386.731	4.692	ITI	Fixation+	27	No_Pain	n/a	7.049	n/a	n/a	416.982
391.439	3.498	Pic2	Picture	27	No_Pain	33	3.534	n/a	n/a	421.69
394.937	2.006	Blank	Blank	27	No_Pain	n/a	1.528	n/a	n/a	425.188
398.472	n/a	ConfirmRating	Rate	27	No_Pain	33	n/a	1.012	0	428.723
398.502	5.736	ITI	Fixation+	28	No_Pain	n/a	7.185	n/a	n/a	428.753
404.255	3.498	Pic2	Picture	28	No_Pain	40	3.671	n/a	n/a	434.506
407.753	2.006	Blank	Blank	28	No_Pain	n/a	1.665	n/a	n/a	438.004
411.423	n/a	ConfirmRating	Rate	28	No_Pain	40	n/a	1.148	0	441.674
411.45	5.056	ITI	Fixation+	29	Pain	n/a	7.582	n/a	n/a	441.701
416.523	3.498	Pic2	Picture	29	Pain	20	4.067	n/a	n/a	446.774
420.021	2.006	Blank	Blank	29	Pain	n/a	2.061	n/a	n/a	450.272
424.088	n/a	ConfirmRating	Rate	29	Pain	20	n/a	1.545	22	454.339
424.116	4.758	ITI	Fixation+	30	No_Pain	n/a	7.797	n/a	n/a	454.367
428.891	3.498	Pic2	Picture	30	No_Pain	27	4.282	n/a	n/a	459.142
432.389	2.006	Blank	Blank	30	No_Pain	n/a	2.276	n/a	n/a	462.64
436.671	n/a	ConfirmRating	Rate	30	No_Pain	27	n/a	1.759	0	466.922
436.699	4.228	ITI	Fixation+	31	Pain	n/a	7.998	n/a	n/a	466.95
440.943	3.498	Pic2	Picture	31	Pain	14	4.483	n/a	n/a	471.194
