onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.009	120.014	Fixation+	n/a	n/a	39.784
124.841	n/a	Response	4.818	5	164.616
124.865	120.014	Fixation+	n/a	n/a	164.639
246.703	n/a	Response	1.824	6	286.478
246.736	120.014	Fixation+	n/a	n/a	286.511
369.54	n/a	Response	2.789	7	409.315
369.569	120.014	Fixation+	n/a	n/a	409.344
492.256	n/a	Response	2.672	7	532.03
