onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.004	120.014	Fixation+	n/a	n/a	97.71
130.322	n/a	Response	10.304	5	228.028
130.347	120.014	Fixation+	n/a	n/a	228.052
267.001	n/a	Response	16.641	6	364.707
267.022	120.014	Fixation+	n/a	n/a	364.727
392.489	n/a	Response	5.453	7	490.194
392.507	120.014	Fixation+	n/a	n/a	490.212
519.756	n/a	Response	7.236	7	617.461
