onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.007	120.014	Fixation+	n/a	n/a	40.414
123.544	n/a	Response	3.524	5	163.952
123.568	120.014	Fixation+	n/a	n/a	163.976
245.343	n/a	Response	1.76	6	285.75
245.373	120.014	Fixation+	n/a	n/a	285.78
367.346	n/a	Response	1.959	7	407.753
367.377	120.014	Fixation+	n/a	n/a	407.784
488.829	n/a	Response	1.439	7	529.236
