onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.016	120.014	Fixation+	n/a	n/a	0.525
129.705	n/a	Response	9.675	5	130.214
129.729	120.014	Fixation+	n/a	n/a	130.238
257.249	n/a	Response	7.506	6	257.758
257.27	120.014	Fixation+	n/a	n/a	257.779
389.442	n/a	Response	12.159	7	389.951
389.469	120.014	Fixation+	n/a	n/a	389.978
523.59	n/a	Response	14.107	7	524.099
