onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.001	4.864	ITI	Fixation+	0	Pain	n/a	10.328	n/a	n/a	31.531
4.865	3.514	Pic2	Picture	0	Pain	7	6.813	n/a	n/a	36.395
8.38	2.0	Blank	Blank	0	Pain	n/a	4.813	n/a	n/a	39.91
15.193	n/a	ConfirmRating	Rate	0	Pain	7	n/a	4.291	96	46.723
15.21	5.885	ITI	Fixation+	1	Pain	n/a	9.061	n/a	n/a	46.741
21.096	3.514	Pic2	Picture	1	Pain	15	5.546	n/a	n/a	52.626
24.61	2.0	Blank	Blank	1	Pain	n/a	3.546	n/a	n/a	56.14
30.157	n/a	ConfirmRating	Rate	1	Pain	15	n/a	3.024	60	61.687
30.181	5.255	ITI	Fixation+	2	No_Pain	n/a	7.656	n/a	n/a	61.711
35.437	3.514	Pic2	Picture	2	No_Pain	34	4.142	n/a	n/a	66.967
38.951	2.0	Blank	Blank	2	No_Pain	n/a	2.142	n/a	n/a	70.481
43.092	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	1.619	0	74.623
43.096	5.852	ITI	Fixation+	3	No_Pain	n/a	6.778	n/a	n/a	74.626
48.948	3.514	Pic2	Picture	3	No_Pain	35	3.264	n/a	n/a	80.478
52.462	2.0	Blank	Blank	3	No_Pain	n/a	1.264	n/a	n/a	83.993
55.726	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	0.741	0	87.256
55.745	4.724	ITI	Fixation+	4	Pain	n/a	8.411	n/a	n/a	87.276
60.471	3.514	Pic2	Picture	4	Pain	6	4.896	n/a	n/a	92.001
63.985	2.0	Blank	Blank	4	Pain	n/a	2.896	n/a	n/a	95.515
68.881	n/a	ConfirmRating	Rate	4	Pain	6	n/a	2.374	72	100.411
68.892	5.073	ITI	Fixation+	5	No_Pain	n/a	7.547	n/a	n/a	100.422
73.965	3.514	Pic2	Picture	5	No_Pain	29	4.032	n/a	n/a	105.496
77.48	2.0	Blank	Blank	5	No_Pain	n/a	2.032	n/a	n/a	109.01
81.512	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	1.509	0	113.042
81.525	4.078	ITI	Fixation+	6	No_Pain	n/a	7.425	n/a	n/a	113.055
85.604	3.514	Pic2	Picture	6	No_Pain	39	3.91	n/a	n/a	117.134
89.118	2.0	Blank	Blank	6	No_Pain	n/a	1.91	n/a	n/a	120.648
93.028	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	1.388	0	124.559
93.031	5.769	ITI	Fixation+	7	Pain	n/a	7.513	n/a	n/a	124.561
98.8	3.514	Pic2	Picture	7	Pain	9	3.998	n/a	n/a	130.331
102.315	2.0	Blank	Blank	7	Pain	n/a	1.998	n/a	n/a	133.845
106.313	n/a	ConfirmRating	Rate	7	Pain	9	n/a	1.476	60	137.843
106.327	5.04	ITI	Fixation+	8	Pain	n/a	8.424	n/a	n/a	137.857
111.367	3.514	Pic2	Picture	8	Pain	14	4.909	n/a	n/a	142.897
114.881	2.0	Blank	Blank	8	Pain	n/a	2.91	n/a	n/a	146.412
119.791	n/a	ConfirmRating	Rate	8	Pain	14	n/a	2.387	72	151.321
119.822	4.774	ITI	Fixation+	9	No_Pain	n/a	6.612	n/a	n/a	151.352
124.597	3.514	Pic2	Picture	9	No_Pain	27	3.097	n/a	n/a	156.127
128.111	2.0	Blank	Blank	9	No_Pain	n/a	1.097	n/a	n/a	159.641
131.209	n/a	ConfirmRating	Rate	9	No_Pain	27	n/a	0.574	0	162.739
131.228	5.587	ITI	Fixation+	10	Pain	n/a	8.168	n/a	n/a	162.759
136.816	3.514	Pic2	Picture	10	Pain	20	4.654	n/a	n/a	168.346
140.33	2.0	Blank	Blank	10	Pain	n/a	2.654	n/a	n/a	171.86
144.983	n/a	ConfirmRating	Rate	10	Pain	20	n/a	2.131	66	176.514
145.005	5.719	ITI	Fixation+	11	No_Pain	n/a	6.38	n/a	n/a	176.536
150.725	3.514	Pic2	Picture	11	No_Pain	40	2.865	n/a	n/a	182.255
154.239	2.0	Blank	Blank	11	No_Pain	n/a	0.865	n/a	n/a	185.769
157.104	n/a	ConfirmRating	Rate	11	No_Pain	40	n/a	0.342	0	188.634
157.124	4.609	ITI	Fixation+	12	No_Pain	n/a	8.388	n/a	n/a	188.655
161.733	3.514	Pic2	Picture	12	No_Pain	33	4.873	n/a	n/a	193.263
165.248	2.0	Blank	Blank	12	No_Pain	n/a	2.873	n/a	n/a	196.778
170.121	n/a	ConfirmRating	Rate	12	No_Pain	33	n/a	2.351	0	201.651
170.122	4.907	ITI	Fixation+	13	Pain	n/a	9.305	n/a	n/a	201.652
175.029	3.514	Pic2	Picture	13	Pain	18	5.79	n/a	n/a	206.56
178.544	2.0	Blank	Blank	13	Pain	n/a	3.79	n/a	n/a	210.074
184.334	n/a	ConfirmRating	Rate	13	Pain	18	n/a	3.267	78	215.864
184.347	5.686	ITI	Fixation+	14	No_Pain	n/a	7.626	n/a	n/a	215.877
190.033	3.514	Pic2	Picture	14	No_Pain	31	4.111	n/a	n/a	221.563
193.548	2.0	Blank	Blank	14	No_Pain	n/a	2.111	n/a	n/a	225.078
197.659	n/a	ConfirmRating	Rate	14	No_Pain	31	n/a	1.588	0	229.189
197.66	5.371	ITI	Fixation+	15	Pain	n/a	8.097	n/a	n/a	229.19
203.031	3.514	Pic2	Picture	15	Pain	17	4.582	n/a	n/a	234.561
206.545	2.0	Blank	Blank	15	Pain	n/a	2.582	n/a	n/a	238.075
211.127	n/a	ConfirmRating	Rate	15	Pain	17	n/a	2.059	89	242.657
211.155	4.94	ITI	Fixation+	16	Pain	n/a	7.365	n/a	n/a	242.685
216.095	3.514	Pic2	Picture	16	Pain	11	3.851	n/a	n/a	247.625
219.609	2.0	Blank	Blank	16	Pain	n/a	1.851	n/a	n/a	251.139
