onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.017	120.014	Fixation+	n/a	n/a	55.849
124.687	n/a	Response	4.656	5	180.519
124.707	120.014	Fixation+	n/a	n/a	180.539
248.523	n/a	Response	3.802	6	304.355
248.551	120.014	Fixation+	n/a	n/a	304.383
371.879	n/a	Response	3.313	7	427.71
371.898	120.014	Fixation+	n/a	n/a	427.73
499.34	n/a	Response	7.428	7	555.172
