onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.005	120.014	Fixation+	n/a	n/a	41.558
129.298	n/a	Response	9.28	5	170.851
129.319	120.014	Fixation+	n/a	n/a	170.872
255.083	n/a	Response	5.75	6	296.637
255.103	120.014	Fixation+	n/a	n/a	296.656
380.596	n/a	Response	5.479	7	422.149
380.621	120.014	Fixation+	n/a	n/a	422.174
503.926	n/a	Response	3.291	7	545.479
