onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.014	120.014	Fixation+	n/a	n/a	47.344
125.876	n/a	Response	5.847	5	173.206
125.897	120.014	Fixation+	n/a	n/a	173.227
251.16	n/a	Response	5.249	6	298.49
251.184	120.014	Fixation+	n/a	n/a	298.514
376.798	n/a	Response	5.6	7	424.128
376.818	120.014	Fixation+	n/a	n/a	424.149
502.198	n/a	Response	5.365	7	549.528
