onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.006	120.014	Fixation+	n/a	n/a	51.969
123.601	n/a	Response	3.581	5	175.564
123.618	120.014	Fixation+	n/a	n/a	175.582
249.284	n/a	Response	5.651	6	301.247
249.302	120.014	Fixation+	n/a	n/a	301.266
370.321	n/a	Response	1.004	7	422.285
370.345	120.014	Fixation+	n/a	n/a	422.308
496.52	n/a	Response	6.161	7	548.483
