onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.013	120.014	Fixation+	n/a	n/a	44.675
125.383	n/a	Response	5.356	5	170.044
125.415	120.014	Fixation+	n/a	n/a	170.077
253.615	n/a	Response	8.186	6	298.276
253.636	120.014	Fixation+	n/a	n/a	298.297
381.931	n/a	Response	8.281	7	426.592
381.956	120.014	Fixation+	n/a	n/a	426.617
508.449	n/a	Response	6.479	7	553.111
